Year,Round,Place,Driver,Team,Result,Start_Position,Q,Sprint,P1,P2,P3,Is_accident,Is_finished,Is_mechanical,Is_dsq,P1_missing,P2_missing,P3_missing,FastestLap,Engine,CircleLength,Quantity_of_circles,Quantity_of_drs,Quantity_of_turns,Tire_wear,Speed_of_turns,Downforce,Brake_load,Streets_or_not,Speed_of_track,PitStop_losing_time,Age,Average_pit_stop,AirTemp,TrackTemp,Humidity,Rainfall,WindSpeed,Pressure,Result_last_year,Salary,Team_financial_power,Regulation_Impact,Factorys_or_not,Strengh_of_first_partners,Driver_nationalitie,Points_before_race,Championship_position_before,teammate_points,points_ratio,points_ratio_log,avg_points_ratio,avg_last_3,avg_season
2024,1,Sakhir,ZHO,Sauber,11.0,17,17,0,15.0,19.0,16.0,0.0,1,0.0,0.0,0,0,0,0,Ferrari,5.412,57,3,15,3,2,2,3,0,2,20.0,25,6.27,18.2,23.652866242038225,49.0,False,0.7,1017.1,16.0,2.0,1,0.0,0,4.0,CHN,0.0,,0.0,1.0,0.6931471805599453,1.0,16.0,16.0
2024,2,Jeddah,ALB,Williams,11.0,12,12,0,10.0,14.0,17.0,0.0,1,0.0,0.0,0,0,0,0,Mercedes,6.174,50,3,27,2,3,1,3,1,3,22.0,28,3.38,25.5,31.59315068493151,62.0,False,1.2,1012.7,33.8,4.0,1,0.0,0,7.0,THA,0.0,10.0,0.0,1.0,0.6931471805599453,1.0,17.5,17.5
2024,2,Jeddah,ALO,Aston Martin,5.0,4,4,0,2.0,1.0,6.0,0.0,1,0.0,0.0,0,0,0,0,Mercedes,6.174,50,3,27,2,3,1,3,1,3,22.0,43,2.85,25.5,31.59315068493151,62.0,False,1.2,1012.7,3.0,18.0,2,0.0,1,8.0,ESP,2.0,8.0,0.0,10000000.0,16.118095750958314,1.9999980000020001,6.0,6.0
2024,2,Jeddah,BEA,Ferrari,7.0,11,11,0,,,10.0,0.0,1,0.0,0.0,1,1,0,0,Ferrari,6.174,50,3,27,2,3,1,3,1,3,22.0,19,2.59,25.5,31.59315068493151,62.0,False,1.2,1012.7,,,3,0.0,1,5.0,GBR,0.0,,15.0,0.39999997333333515,0.336472217573595,1.0,10.81578947368421,10.81578947368421
2024,2,Jeddah,BOT,Sauber,17.0,16,16,0,11.0,20.0,18.0,0.0,1,0.0,0.0,0,0,0,0,Ferrari,6.174,50,3,27,2,3,1,3,1,3,22.0,35,6.27,25.5,31.59315068493151,62.0,False,1.2,1012.7,18.0,10.0,1,0.0,0,7.0,FIN,0.0,10.0,0.0,1.0,0.6931471805599453,1.0,18.5,18.5
2024,2,Jeddah,GAS,Alpine,49.4,18,18,0,17.0,9.0,12.0,0.0,0,1.0,0.0,0,0,0,0,Renault,6.174,50,3,27,2,3,1,3,1,3,22.0,28,2.92,25.5,31.59315068493151,62.0,False,1.2,1012.7,9.0,6.0,2,0.0,1,6.0,FRA,0.0,10.0,0.0,1.0,0.6931471805599453,1.0,13.5,13.5
2024,2,Jeddah,HAM,Mercedes,9.0,8,8,0,8.0,8.0,9.0,0.0,1,0.0,0.0,0,0,0,0,Mercedes,6.174,50,3,27,2,3,1,3,1,3,22.0,39,2.83,25.5,31.59315068493151,62.0,False,1.2,1012.7,5.0,45.0,3,0.0,1,10.0,GBR,6.0,6.0,8.0,0.24999996875000394,0.22314352631421258,0.599999940000006,6.0,6.0
2024,2,Jeddah,HUL,Haas F1 Team,10.0,15,15,0,19.0,18.0,15.0,0.0,1,0.0,0.0,0,0,0,0,Ferrari,6.174,50,3,27,2,3,1,3,1,3,22.0,37,3.35,25.5,31.59315068493151,62.0,False,1.2,1012.7,12.0,2.0,1,0.0,0,6.0,GER,0.0,10.0,0.0,1000000.0,13.815511557963774,1.0,14.0,14.0
2024,2,Jeddah,LEC,Ferrari,3.0,2,2,0,5.0,4.0,2.0,0.0,1,0.0,0.0,0,0,0,1,Ferrari,6.174,50,3,27,2,3,1,3,1,3,22.0,27,2.59,25.5,31.59315068493151,62.0,False,1.2,1012.7,7.0,25.0,3,0.0,1,8.0,MON,12.0,3.0,6.0,2.4999995833334028,1.2527628494477616,0.7999999466666703,5.5,5.5
2024,2,Jeddah,MAG,Haas F1 Team,12.0,13,13,0,20.0,17.0,11.0,0.0,1,0.0,0.0,0,0,0,0,Ferrari,6.174,50,3,27,2,3,1,3,1,3,22.0,32,3.35,25.5,31.59315068493151,62.0,False,1.2,1012.7,10.0,2.0,1,0.0,0,7.0,DEN,0.0,10.0,1.0,0.0,0.0,1.0,11.0,11.0
2024,2,Jeddah,NOR,McLaren,8.0,6,6,0,7.0,12.0,5.0,0.0,1,0.0,0.0,0,0,0,0,Mercedes,6.174,50,3,27,2,3,1,3,1,3,22.0,25,2.77,25.5,31.59315068493151,62.0,False,1.2,1012.7,17.0,22.0,2,0.0,0,6.0,GBR,8.0,5.0,12.0,0.3333333055555579,0.2876820516184491,1.999999500000125,11.5,11.5
2024,2,Jeddah,OCO,Alpine,13.0,17,17,0,13.0,15.0,14.0,0.0,1,0.0,0.0,0,0,0,0,Renault,6.174,50,3,27,2,3,1,3,1,3,22.0,28,2.92,25.5,31.59315068493151,62.0,False,1.2,1012.7,8.0,6.0,2,0.0,1,7.0,FRA,0.0,10.0,0.0,1.0,0.6931471805599453,1.0,12.5,12.5
2024,2,Jeddah,PER,Red Bull Racing,2.0,3,3,0,3.0,5.0,3.0,0.0,1,0.0,0.0,0,0,0,0,Honda,6.174,50,3,27,2,3,1,3,1,3,22.0,34,2.62,25.5,31.59315068493151,62.0,False,1.2,1012.7,1.0,12.0,3,0.0,0,6.0,MEX,18.0,2.0,25.0,0.7199999712000011,0.5423242740811761,0.7199999712000011,1.5,1.5
2024,2,Jeddah,PIA,McLaren,4.0,5,5,0,15.0,10.0,8.0,0.0,1,0.0,0.0,0,0,0,0,Mercedes,6.174,50,3,27,2,3,1,3,1,3,22.0,23,2.77,25.5,31.59315068493151,62.0,False,1.2,1012.7,15.0,6.0,2,0.0,0,7.0,AUS,4.0,7.0,4.0,2.9999992500001875,1.38629417361992,0.4999999375000079,11.5,11.5
2024,2,Jeddah,RIC,Racing Bulls,16.0,14,14,0,12.0,19.0,16.0,0.0,1,0.0,0.0,0,0,0,0,Honda,6.174,50,3,27,2,3,1,3,1,3,22.0,35,3.51,25.5,31.59315068493151,62.0,False,1.2,1012.7,,1.5,2,0.0,0,6.0,AUS,0.0,10.0,0.0,1.0,0.6931471805599453,1.0,13.0,13.0
2024,2,Jeddah,RUS,Mercedes,6.0,7,7,0,4.0,2.0,4.0,0.0,1,0.0,0.0,0,0,0,0,Mercedes,6.174,50,3,27,2,3,1,3,1,3,22.0,26,2.83,25.5,31.59315068493151,62.0,False,1.2,1012.7,4.0,16.0,3,0.0,1,8.0,GBR,10.0,4.0,2.0,3.999998000001,1.6094375124342204,1.666666388888935,4.5,4.5
2024,2,Jeddah,SAR,Williams,14.0,19,19,0,14.0,16.0,,0.0,1,0.0,0.0,0,0,1,0,Mercedes,6.174,50,3,27,2,3,1,3,1,3,22.0,24,3.38,25.5,31.59315068493151,62.0,False,1.2,1012.7,16.0,1.0,1,0.0,0,3.0,USA,0.0,10.0,0.0,1.0,0.6931471805599453,1.0,18.0,18.0
2024,2,Jeddah,STR,Aston Martin,47.0,10,10,0,9.0,6.0,7.0,1.0,0,0.0,0.0,0,0,0,0,Mercedes,6.174,50,3,27,2,3,1,3,1,3,22.0,26,2.85,25.5,31.59315068493151,62.0,False,1.2,1012.7,40.4,3.0,2,0.0,1,,CAN,1.0,9.0,10.0,0.0,0.0,0.499999750000125,15.0,15.0
2024,2,Jeddah,TSU,Racing Bulls,15.0,9,9,0,16.0,11.0,13.0,0.0,1,0.0,0.0,0,0,0,0,Honda,6.174,50,3,27,2,3,1,3,1,3,22.0,24,3.51,25.5,31.59315068493151,62.0,False,1.2,1012.7,11.0,1.0,2,0.0,0,5.0,JPN,0.0,10.0,0.0,1.0,0.6931471805599453,1.0,12.5,12.5
2024,2,Jeddah,VER,Red Bull Racing,1.0,1,1,0,1.0,3.0,1.0,0.0,1,0.0,0.0,0,0,0,0,Honda,6.174,50,3,27,2,3,1,3,1,3,22.0,27,2.62,25.5,31.59315068493151,62.0,False,1.2,1012.7,2.0,55.0,3,0.0,0,,NED,25.0,1.0,18.0,1.3888888117283993,0.8708283254976574,1.3888888117283993,1.5,1.5
2024,2,Jeddah,ZHO,Sauber,18.0,20,20,0,18.0,13.0,19.0,0.0,1,0.0,0.0,0,0,0,0,Ferrari,6.174,50,3,27,2,3,1,3,1,3,22.0,25,6.27,25.5,31.59315068493151,62.0,False,1.2,1012.7,13.0,2.0,1,0.0,0,4.0,CHN,0.0,10.0,0.0,1.0,0.6931471805599453,1.0,12.0,12.0
2024,3,Melbourne,ALB,Williams,11.0,12,12,0,12.0,,13.0,0.0,1,0.0,0.0,0,1,0,0,Mercedes,5.278,58,3,14,2,2,2,2,1,2,19.0,28,3.38,20.7,38.40208333333333,44.0,False,0.9,1020.65,45.86,4.0,1,0.0,0,7.0,THA,0.0,12.0,,,,1.0,15.333333333333334,15.333333333333334
2024,3,Melbourne,ALO,Aston Martin,8.0,10,10,0,18.0,5.0,6.0,0.0,1,0.0,0.0,0,0,0,0,Mercedes,5.278,58,3,14,2,2,2,2,1,2,19.0,43,2.85,20.7,38.40208333333333,44.0,False,0.9,1020.65,3.0,18.0,2,0.0,1,8.0,ESP,12.0,7.0,8.0,0.4999999375000079,0.4054650664415021,5000000.999999,5.666666666666667,5.666666666666667
2024,3,Melbourne,BOT,Sauber,14.0,13,13,0,20.0,14.0,12.0,0.0,1,0.0,0.0,0,0,0,0,Ferrari,5.278,58,3,14,2,2,2,2,1,2,19.0,35,6.27,20.7,38.40208333333333,44.0,False,0.9,1020.65,11.0,10.0,1,0.0,0,7.0,FIN,0.0,12.0,0.0,1.0,0.6931471805599453,1.0,15.666666666666666,15.666666666666666
2024,3,Melbourne,GAS,Alpine,13.0,17,17,0,17.0,15.0,19.0,0.0,1,0.0,0.0,0,0,0,0,Renault,5.278,58,3,14,2,2,2,2,1,2,19.0,28,2.92,20.7,38.40208333333333,44.0,False,0.9,1020.65,13.0,6.0,2,0.0,1,6.0,FRA,0.0,12.0,0.0,1.0,0.6931471805599453,1.0,26.8,26.8
2024,3,Melbourne,HAM,Mercedes,42.24,11,11,0,9.0,18.0,4.0,0.0,0,1.0,0.0,0,0,0,0,Mercedes,5.278,58,3,14,2,2,2,2,1,2,19.0,39,2.83,20.7,38.40208333333333,44.0,False,0.9,1020.65,2.0,45.0,3,0.0,1,10.0,GBR,8.0,9.0,0.0,1.0,0.6931471805599453,0.424999954375005,6.0,6.0
2024,3,Melbourne,HUL,Haas F1 Team,9.0,16,16,0,16.0,16.0,16.0,0.0,1,0.0,0.0,0,0,0,0,Ferrari,5.278,58,3,14,2,2,2,2,1,2,19.0,37,3.35,20.7,38.40208333333333,44.0,False,0.9,1020.65,7.0,2.0,1,0.0,0,6.0,GER,1.0,10.0,1.0,1.9999980000020001,1.0986116220018876,500000.5,11.0,11.0
2024,3,Melbourne,LEC,Ferrari,2.0,4,5,0,4.0,1.0,1.0,0.0,1,0.0,0.0,0,0,0,1,Ferrari,5.278,58,3,14,2,2,2,2,1,2,19.0,27,2.59,20.7,38.40208333333333,44.0,False,0.9,1020.65,50.0,25.0,3,0.0,1,8.0,MON,27.0,3.0,25.0,0.7199999712000011,0.5423242740811761,1.6499997650000364,9.0,9.0
2024,3,Melbourne,MAG,Haas F1 Team,10.0,14,14,0,13.0,19.0,17.0,0.0,1,0.0,0.0,0,0,0,0,Ferrari,5.278,58,3,14,2,2,2,2,1,2,19.0,32,3.35,20.7,38.40208333333333,44.0,False,0.9,1020.65,17.0,2.0,1,0.0,0,7.0,DEN,0.0,12.0,2.0,0.499999750000125,0.40546494144156714,0.5,13.666666666666666,13.666666666666666
2024,3,Melbourne,NOR,McLaren,3.0,3,4,0,1.0,9.0,10.0,0.0,1,0.0,0.0,0,0,0,0,Mercedes,5.278,58,3,14,2,2,2,2,1,2,19.0,25,2.77,20.7,38.40208333333333,44.0,False,0.9,1020.65,6.0,22.0,2,0.0,0,6.0,GBR,12.0,7.0,12.0,1.249999895833342,0.8109301699200353,1.1666664027778415,6.666666666666667,6.666666666666667
2024,3,Melbourne,OCO,Alpine,16.0,15,15,0,15.0,17.0,15.0,0.0,1,0.0,0.0,0,0,0,0,Renault,5.278,58,3,14,2,2,2,2,1,2,19.0,28,2.92,20.7,38.40208333333333,44.0,False,0.9,1020.65,14.0,6.0,2,0.0,1,7.0,FRA,0.0,12.0,0.0,1.0,0.6931471805599453,1.0,14.666666666666666,14.666666666666666
2024,3,Melbourne,PER,Red Bull Racing,5.0,6,3,0,6.0,8.0,7.0,0.0,1,0.0,0.0,0,0,0,0,Honda,5.278,58,3,14,2,2,2,2,1,2,19.0,34,2.62,20.7,38.40208333333333,44.0,False,0.9,1020.65,5.0,12.0,3,0.0,0,6.0,MEX,36.0,2.0,0.0,10000000.0,16.118095750958314,0.7199999712000011,3.0,3.0
2024,3,Melbourne,PIA,McLaren,4.0,5,6,0,10.0,7.0,8.0,0.0,1,0.0,0.0,0,0,0,0,Mercedes,5.278,58,3,14,2,2,2,2,1,2,19.0,23,2.77,20.7,38.40208333333333,44.0,False,0.9,1020.65,8.0,6.0,2,0.0,0,7.0,AUS,16.0,5.0,15.0,0.7999999466666703,0.587786635272491,1.7499995937500976,6.666666666666667,6.666666666666667
2024,3,Melbourne,RIC,Racing Bulls,12.0,18,18,0,11.0,12.0,18.0,0.0,1,0.0,0.0,0,0,0,0,Honda,5.278,58,3,14,2,2,2,2,1,2,19.0,35,3.51,20.7,38.40208333333333,44.0,False,0.9,1020.65,,1.5,2,0.0,0,6.0,AUS,0.0,12.0,6.0,0.0,0.0,1.0,14.5,14.5
2024,3,Melbourne,RUS,Mercedes,20.35,7,7,0,3.0,6.0,5.0,1.0,0,0.0,0.0,0,0,0,0,Mercedes,5.278,58,3,14,2,2,2,2,1,2,19.0,26,2.83,20.7,38.40208333333333,44.0,False,0.9,1020.65,40.0,16.0,3,0.0,1,8.0,GBR,18.0,4.0,0.0,1.0,0.6931471805599453,2.833332194444967,10.333333333333334,10.333333333333334
2024,3,Melbourne,SAI,Ferrari,1.0,2,2,0,8.0,3.0,3.0,0.0,1,0.0,0.0,0,0,0,0,Ferrari,5.278,58,3,14,2,2,2,2,1,2,19.0,30,2.59,20.7,38.40208333333333,44.0,False,0.9,1020.65,12.0,12.0,3,0.0,1,9.0,ESP,15.0,6.0,18.0,1.3888888117283993,0.8708283254976574,1.249999895833342,7.5,7.5
2024,3,Melbourne,STR,Aston Martin,6.0,9,9,0,7.0,4.0,9.0,0.0,1,0.0,0.0,0,0,0,0,Mercedes,5.278,58,3,14,2,2,2,2,1,2,19.0,26,2.85,20.7,38.40208333333333,44.0,False,0.9,1020.65,4.0,3.0,2,0.0,1,,CAN,1.0,10.0,4.0,1.999999500000125,1.0986121220014708,0.2499998750000625,20.333333333333332,20.333333333333332
2024,3,Melbourne,TSU,Racing Bulls,7.0,8,8,0,5.0,10.0,11.0,0.0,1,0.0,0.0,0,0,0,0,Honda,5.278,58,3,14,2,2,2,2,1,2,19.0,24,3.51,20.7,38.40208333333333,44.0,False,0.9,1020.65,10.0,1.0,2,0.0,0,5.0,JPN,0.0,12.0,0.0,6000000.0,15.607270193858982,1.0,13.0,13.0
2024,3,Melbourne,VER,Red Bull Racing,48.45,1,1,0,2.0,2.0,2.0,0.0,0,1.0,0.0,0,0,0,0,Honda,5.278,58,3,14,2,2,2,2,1,2,19.0,27,2.62,20.7,38.40208333333333,44.0,False,0.9,1020.65,1.0,55.0,3,0.0,0,,NED,50.0,1.0,10.0,0.0,0.0,1.3888888117283993,1.0,1.0
2024,3,Melbourne,ZHO,Sauber,15.0,19,19,0,19.0,11.0,14.0,0.0,1,0.0,0.0,0,0,0,0,Ferrari,5.278,58,3,14,2,2,2,2,1,2,19.0,25,6.27,20.7,38.40208333333333,44.0,False,0.9,1020.65,9.0,2.0,1,0.0,0,4.0,CHN,0.0,12.0,0.0,1.0,0.6931471805599453,1.0,12.666666666666666,12.666666666666666
2024,4,Suzuka,ALB,Williams,50.0,14,14,0,12.0,,11.0,1.0,0,0.0,0.0,0,1,0,0,Mercedes,5.807,53,1,18,3,3,3,1,0,3,23.0,28,3.38,22.1,37.50110497237569,42.0,False,2.2,1012.3,30.19,4.0,1,0.0,0,7.0,THA,0.0,14.0,0.0,1.0,0.6931471805599453,1.0,12.333333333333334,12.333333333333334
2024,4,Suzuka,ALO,Aston Martin,6.0,5,5,0,7.0,,5.0,0.0,1,0.0,0.0,0,1,0,0,Mercedes,5.807,53,1,18,3,3,3,1,0,3,23.0,43,2.85,22.1,37.50110497237569,42.0,False,2.2,1012.3,8.0,18.0,2,0.0,1,8.0,ESP,16.0,8.0,0.0,8000000.0,15.894952224644102,3333334.1666659787,7.333333333333333,7.333333333333333
2024,4,Suzuka,BOT,Sauber,14.0,13,13,0,14.0,,12.0,0.0,1,0.0,0.0,0,1,0,0,Ferrari,5.807,53,1,18,3,3,3,1,0,3,23.0,35,6.27,22.1,37.50110497237569,42.0,False,2.2,1012.3,46.04,10.0,1,0.0,0,7.0,FIN,0.0,14.0,0.0,1.0,0.6931471805599453,1.0,16.666666666666668,16.666666666666668
2024,4,Suzuka,GAS,Alpine,16.0,17,17,0,17.0,,17.0,0.0,1,0.0,0.0,0,1,0,0,Renault,5.807,53,1,18,3,3,3,1,0,3,23.0,28,2.92,22.1,37.50110497237569,42.0,False,2.2,1012.3,10.0,6.0,2,0.0,1,6.0,FRA,0.0,14.0,0.0,1.0,0.6931471805599453,1.0,26.8,26.8
2024,4,Suzuka,HAM,Mercedes,9.0,7,7,0,5.0,2.0,4.0,0.0,1,0.0,0.0,0,0,0,0,Mercedes,5.807,53,1,18,3,3,3,1,0,3,23.0,39,2.83,22.1,37.50110497237569,42.0,False,2.2,1012.3,5.0,45.0,3,0.0,1,10.0,GBR,8.0,10.0,6.0,0.33333327777778704,0.28768203078512034,0.6166666362500033,19.413333333333334,19.413333333333334
2024,4,Suzuka,HUL,Haas F1 Team,11.0,12,12,0,13.0,,16.0,0.0,1,0.0,0.0,0,1,0,0,Ferrari,5.807,53,1,18,3,3,3,1,0,3,23.0,37,3.35,22.1,37.50110497237569,42.0,False,2.2,1012.3,14.0,2.0,1,0.0,0,6.0,GER,3.0,12.0,0.0,1.0,0.6931471805599453,333334.33333266666,11.666666666666666,11.666666666666666
2024,4,Suzuka,LEC,Ferrari,4.0,8,8,0,6.0,3.0,10.0,0.0,1,0.0,0.0,0,0,0,0,Ferrari,5.807,53,1,18,3,3,3,1,0,3,23.0,27,2.59,22.1,37.50110497237569,42.0,False,2.2,1012.3,4.0,25.0,3,0.0,1,8.0,MON,45.0,3.0,15.0,0.7999999466666703,0.587786635272491,1.3399998337333578,3.0,3.0
2024,4,Suzuka,MAG,Haas F1 Team,13.0,18,18,0,19.0,,20.0,0.0,1,0.0,0.0,0,1,0,0,Ferrari,5.807,53,1,18,3,3,3,1,0,3,23.0,32,3.35,22.1,37.50110497237569,42.0,False,2.2,1012.3,15.0,2.0,1,0.0,0,7.0,DEN,1.0,13.0,0.0,1.0,0.6931471805599453,0.49999991666670834,11.333333333333334,11.333333333333334
2024,4,Suzuka,NOR,McLaren,5.0,3,3,0,10.0,,6.0,0.0,1,0.0,0.0,0,1,0,0,Mercedes,5.807,53,1,18,3,3,3,1,0,3,23.0,25,2.77,22.1,37.50110497237569,42.0,False,2.2,1012.3,2.0,22.0,2,0.0,0,6.0,GBR,27.0,6.0,4.0,2.499999375000156,1.2527627899239682,1.1944442337963415,5.666666666666667,5.666666666666667
