Year,Round,Place,Driver,Team,Result,Start_Position,Q,Sprint,P1,P2,P3
2025,4,Sakhir,ALB,Williams,12,15,15,0,4,11,15
2025,4,Sakhir,HAD,Racing Bulls,13,12,12,0,12,6,7
2025,4,Sakhir,DOO,Alpine,14,11,11,0,7,14,12
2025,4,Sakhir,ALO,Aston Martin,15,13,13,0,0,15,14
2025,4,Sakhir,LAW,Racing Bulls,16,17,17,0,8,12,13
2025,4,Sakhir,STR,Aston Martin,17,19,19,0,15,19,17
2025,4,Sakhir,BOR,Kick Sauber,18,18,18,0,11,13,18
2025,4,Sakhir,SAI,Williams,19,8,8,0,0,10,9
2025,4,Sakhir,HUL,Kick Sauber,20,16,16,0,6,20,19
2025,5,Jeddah,PIA,McLaren,1,2,2,0,4,2,2
2025,5,Jeddah,VER,Red Bull Racing,2,1,1,0,9,3,4
2025,5,Jeddah,LEC,Ferrari,3,4,4,0,3,4,5
2025,5,Jeddah,NOR,McLaren,4,10,10,0,2,1,1
2025,5,Jeddah,RUS,Mercedes,5,3,3,0,6,7,3
2025,5,Jeddah,ANT,Mercedes,6,5,5,0,13,11,10
2025,5,Jeddah,HAM,Ferrari,7,7,7,0,8,13,12
2025,5,Jeddah,SAI,Williams,8,6,6,0,7,5,7
2025,5,Jeddah,ALB,Williams,9,11,11,0,5,10,6
2025,5,Jeddah,HAD,Racing Bulls,10,14,14,0,15,12,11
2025,5,Jeddah,ALO,Aston Martin,11,13,13,0,14,15,14
2025,5,Jeddah,LAW,Racing Bulls,12,12,12,0,11,14,13
2025,5,Jeddah,BEA,Haas F1 Team,13,15,15,0,18,16,16
2025,5,Jeddah,OCO,Haas F1 Team,14,19,19,0,19,19,18
2025,5,Jeddah,HUL,Kick Sauber,15,18,18,0,12,9,17
2025,5,Jeddah,STR,Aston Martin,16,16,16,0,17,18,20
2025,5,Jeddah,DOO,Alpine,17,17,17,0,16,17,15
2025,5,Jeddah,BOR,Kick Sauber,18,20,20,0,20,0,19
2025,5,Jeddah,TSU,Red Bull Racing,19,8,8,0,10,6,9
2025,5,Jeddah,GAS,Alpine,20,9,9,0,1,8,8
2025,6,Miami Gardens,PIA,McLaren,1,4,4,2,1,0,0
2025,6,Miami Gardens,NOR,McLaren,2,2,2,1,12,0,0
2025,6,Miami Gardens,RUS,Mercedes,3,5,5,4,7,0,0
2025,6,Miami Gardens,VER,Red Bull Racing,4,1,1,17,3,0,0
2025,6,Miami Gardens,ALB,Williams,5,7,7,11,5,0,0
2025,6,Miami Gardens,ANT,Mercedes,6,3,3,7,9,0,0
2025,6,Miami Gardens,LEC,Ferrari,7,8,8,20,2,0,0
2025,6,Miami Gardens,HAM,Ferrari,8,12,12,3,13,0,0
2025,6,Miami Gardens,SAI,Williams,9,6,6,19,4,0,0
2025,6,Miami Gardens,TSU,Red Bull Racing,10,10,10,6,8,0,0
2025,6,Miami Gardens,HAD,Racing Bulls,11,11,11,10,6,0,0
2025,6,Miami Gardens,OCO,Haas F1 Team,12,9,9,12,18,0,0
2025,6,Miami Gardens,GAS,Alpine,13,20,18,8,17,0,0
2025,6,Miami Gardens,HUL,Kick Sauber,14,16,16,9,14,0,0
2025,6,Miami Gardens,ALO,Aston Martin,15,17,17,18,10,0,0
2025,6,Miami Gardens,STR,Aston Martin,16,18,19,5,20,0,0
2025,6,Miami Gardens,LAW,Racing Bulls,17,15,15,13,11,0,0
2025,6,Miami Gardens,BOR,Kick Sauber,18,13,13,15,15,0,0
2025,6,Miami Gardens,BEA,Haas F1 Team,19,19,20,14,16,0,0
2025,6,Miami Gardens,DOO,Alpine,20,14,14,16,19,0,0
2025,7,Imola,VER,Red Bull Racing,1,2,2,0,7,5,3
2025,7,Imola,NOR,McLaren,2,4,4,0,2,2,1
2025,7,Imola,PIA,McLaren,3,1,1,0,1,1,2
2025,7,Imola,HAM,Ferrari,4,12,12,0,5,11,10
2025,7,Imola,ALB,Williams,5,7,7,0,8,9,9
2025,7,Imola,LEC,Ferrari,6,11,11,0,12,6,5
2025,7,Imola,RUS,Mercedes,7,3,3,0,4,4,8
2025,7,Imola,SAI,Williams,8,6,6,0,3,10,6
2025,7,Imola,HAD,Racing Bulls,9,9,9,0,19,7,7
2025,7,Imola,TSU,Red Bull Racing,10,20,20,0,16,8,17
2025,7,Imola,ALO,Aston Martin,11,5,5,0,14,14,11
2025,7,Imola,HUL,Kick Sauber,12,17,17,0,10,19,19
2025,7,Imola,GAS,Alpine,13,10,10,0,6,3,15
2025,7,Imola,LAW,Racing Bulls,14,15,16,0,15,15,14
2025,7,Imola,STR,Aston Martin,15,8,8,0,11,17,13
2025,7,Imola,COL,Alpine,16,16,15,0,17,13,18
2025,7,Imola,BEA,Haas F1 Team,17,19,19,0,18,12,12
2025,7,Imola,BOR,Kick Sauber,18,14,14,0,9,16,16
2025,7,Imola,ANT,Mercedes,19,13,13,0,13,18,4
2025,7,Imola,OCO,Haas F1 Team,20,18,18,0,20,20,20
2025,8,Monaco,NOR,McLaren,1,1,1,0,3,4,3
2025,8,Monaco,LEC,Ferrari,2,2,2,0,1,1,1
2025,8,Monaco,PIA,McLaren,3,3,3,0,5,2,4
2025,8,Monaco,VER,Red Bull Racing,4,4,5,0,2,10,2
2025,8,Monaco,HAM,Ferrari,5,7,4,0,9,3,5
2025,8,Monaco,HAD,Racing Bulls,6,5,6,0,13,6,17
2025,8,Monaco,OCO,Haas F1 Team,7,8,8,0,16,19,18
2025,8,Monaco,LAW,Racing Bulls,8,9,9,0,17,5,7
2025,8,Monaco,ALB,Williams,9,10,10,0,4,8,6
2025,8,Monaco,SAI,Williams,10,11,11,0,7,13,8
2025,8,Monaco,RUS,Mercedes,11,14,14,0,6,12,11
2025,8,Monaco,BEA,Haas F1 Team,12,20,17,0,15,15,16
2025,8,Monaco,COL,Alpine,13,18,20,0,19,20,20
2025,8,Monaco,BOR,Kick Sauber,14,16,16,0,18,14,19
2025,8,Monaco,STR,Aston Martin,15,19,19,0,20,18,15
2025,8,Monaco,HUL,Kick Sauber,16,13,13,0,12,16,13
2025,8,Monaco,TSU,Red Bull Racing,17,12,12,0,14,11,9
2025,8,Monaco,ANT,Mercedes,18,15,15,0,11,9,10
2025,8,Monaco,ALO,Aston Martin,19,6,7,0,10,7,12
2025,8,Monaco,GAS,Alpine,20,17,18,0,8,17,14
2025,9,Barcelona,PIA,McLaren,1,1,1,0,5,1,1
2025,9,Barcelona,NOR,McLaren,2,2,2,0,1,4,2
2025,9,Barcelona,LEC,Ferrari,3,7,7,0,4,5,3
2025,9,Barcelona,RUS,Mercedes,4,4,4,0,11,2,4
2025,9,Barcelona,HUL,Kick Sauber,5,15,16,0,14,12,12
2025,9,Barcelona,HAM,Ferrari,6,5,5,0,3,11,9
2025,9,Barcelona,HAD,Racing Bulls,7,9,9,0,8,9,6
2025,9,Barcelona,GAS,Alpine,8,8,8,0,10,8,16
2025,9,Barcelona,ALO,Aston Martin,9,10,10,0,13,7,8
2025,9,Barcelona,VER,Red Bull Racing,10,3,3,0,2,3,5
2025,9,Barcelona,LAW,Racing Bulls,11,13,13,0,6,10,10
2025,9,Barcelona,BOR,Kick Sauber,12,12,12,0,16,17,11
2025,9,Barcelona,TSU,Red Bull Racing,13,19,20,0,9,13,14
2025,9,Barcelona,SAI,Williams,14,17,18,0,15,14,13
2025,9,Barcelona,COL,Alpine,15,18,19,0,20,20,17
2025,9,Barcelona,OCO,Haas F1 Team,16,16,17,0,0,18,18
2025,9,Barcelona,BEA,Haas F1 Team,17,14,15,0,7,19,20
2025,9,Barcelona,ANT,Mercedes,18,6,6,0,18,6,7
2025,9,Barcelona,ALB,Williams,19,11,11,0,0,16,19
2025,10,Montréal,RUS,Mercedes,1,1,1,0,4,1,3
2025,10,Montréal,VER,Red Bull Racing,2,2,2,0,1,9,5
2025,10,Montréal,ANT,Mercedes,3,4,4,0,13,3,7
2025,10,Montréal,PIA,McLaren,4,3,3,0,14,6,9
2025,10,Montréal,LEC,Ferrari,5,8,8,0,10,0,2
2025,10,Montréal,HAM,Ferrari,6,5,5,0,5,8,4
2025,10,Montréal,ALO,Aston Martin,7,6,6,0,12,5,6
2025,10,Montréal,HUL,Kick Sauber,8,11,13,0,20,14,18
2025,10,Montréal,OCO,Haas F1 Team,9,14,15,0,18,17,16
2025,10,Montréal,SAI,Williams,10,16,17,0,3,7,8
2025,10,Montréal,BEA,Haas F1 Team,11,13,14,0,17,16,15
2025,10,Montréal,TSU,Red Bull Racing,12,18,11,0,11,15,20
2025,10,Montréal,COL,Alpine,13,10,12,0,19,18,17
2025,10,Montréal,BOR,Kick Sauber,14,15,16,0,16,13,19
2025,10,Montréal,GAS,Alpine,15,20,20,0,9,12,12
2025,10,Montréal,HAD,Racing Bulls,16,12,9,0,6,11,11
2025,10,Montréal,STR,Aston Martin,17,17,18,0,15,0,14
2025,10,Montréal,NOR,McLaren,18,7,7,0,7,2,1
2025,10,Montréal,LAW,Racing Bulls,19,19,19,0,8,10,13
2025,10,Montréal,ALB,Williams,20,9,10,0,2,4,10
2025,11,Spielberg,NOR,McLaren,1,1,1,0,0,1,1
2025,11,Spielberg,PIA,McLaren,2,3,3,0,3,2,2
2025,11,Spielberg,LEC,Ferrari,3,2,2,0,0,5,4
2025,11,Spielberg,HAM,Ferrari,4,4,4,0,9,10,5
2025,11,Spielberg,RUS,Mercedes,5,5,5,0,1,6,6
2025,11,Spielberg,LAW,Racing Bulls,6,6,6,0,15,12,11
2025,11,Spielberg,ALO,Aston Martin,7,11,11,0,14,9,12
2025,11,Spielberg,BOR,Kick Sauber,8,8,8,0,6,8,10
2025,11,Spielberg,HUL,Kick Sauber,9,20,20,0,12,19,13
2025,11,Spielberg,OCO,Haas F1 Team,10,17,17,0,19,15,18
2025,11,Spielberg,BEA,Haas F1 Team,11,15,15,0,20,18,17
2025,11,Spielberg,HAD,Racing Bulls,12,13,13,0,10,13,20
2025,11,Spielberg,GAS,Alpine,13,10,10,0,5,14,16
2025,11,Spielberg,STR,Aston Martin,14,16,16,0,13,4,8
2025,11,Spielberg,COL,Alpine,15,14,14,0,16,20,19
2025,11,Spielberg,TSU,Red Bull Racing,16,18,18,0,17,7,9
2025,11,Spielberg,ALB,Williams,17,12,12,0,7,16,14
2025,11,Spielberg,VER,Red Bull Racing,18,7,7,0,2,3,3
2025,11,Spielberg,ANT,Mercedes,19,9,9,0,11,11,7
2025,11,Spielberg,SAI,Williams,20,19,19,0,8,17,15
2025,12,Silverstone,NOR,McLaren,1,3,3,0,2,1,4
2025,12,Silverstone,PIA,McLaren,2,2,2,0,3,4,2
2025,12,Silverstone,HUL,Kick Sauber,3,19,19,0,0,17,15
2025,12,Silverstone,HAM,Ferrari,4,5,5,0,1,3,11
2025,12,Silverstone,VER,Red Bull Racing,5,1,1,0,10,5,3
2025,12,Silverstone,GAS,Alpine,6,8,10,0,19,18,20
2025,12,Silverstone,STR,Aston Martin,7,17,18,0,12,7,19
2025,12,Silverstone,ALB,Williams,8,13,14,0,7,11,7
2025,12,Silverstone,ALO,Aston Martin,9,7,9,0,11,12,17
2025,12,Silverstone,RUS,Mercedes,10,4,4,0,5,8,8
2025,12,Silverstone,BEA,Haas F1 Team,11,18,8,0,18,19,6
2025,12,Silverstone,SAI,Williams,12,9,11,0,13,16,12
2025,12,Silverstone,OCO,Haas F1 Team,13,14,15,0,15,14,13
2025,12,Silverstone,LEC,Ferrari,14,6,6,0,4,2,1
2025,12,Silverstone,TSU,Red Bull Racing,15,11,12,0,0,15,5
2025,12,Silverstone,ANT,Mercedes,16,10,7,0,9,6,14
2025,12,Silverstone,HAD,Racing Bulls,17,12,13,0,6,9,9
2025,12,Silverstone,BOR,Kick Sauber,18,16,17,0,20,13,16
2025,12,Silverstone,LAW,Racing Bulls,19,15,16,0,8,10,10
2025,12,Silverstone,COL,Alpine,20,20,20,0,16,20,18
2025,13,Spa-Francorchamps,PIA,McLaren,1,2,2,2,1,0,0
2025,13,Spa-Francorchamps,NOR,McLaren,2,1,1,3,3,0,0
2025,13,Spa-Francorchamps,LEC,Ferrari,3,3,3,4,5,0,0
2025,13,Spa-Francorchamps,VER,Red Bull Racing,4,4,4,1,2,0,0
2025,13,Spa-Francorchamps,RUS,Mercedes,5,6,6,12,4,0,0
2025,13,Spa-Francorchamps,ALB,Williams,6,5,5,16,12,0,0
2025,13,Spa-Francorchamps,HAM,Ferrari,7,18,16,15,7,0,0
2025,13,Spa-Francorchamps,LAW,Racing Bulls,8,9,9,10,15,0,0
2025,13,Spa-Francorchamps,BOR,Kick Sauber,9,10,10,9,13,0,0
2025,13,Spa-Francorchamps,GAS,Alpine,10,13,13,20,17,0,0
2025,13,Spa-Francorchamps,BEA,Haas F1 Team,11,12,12,7,20,0,0
2025,13,Spa-Francorchamps,HUL,Kick Sauber,12,14,14,18,14,0,0
2025,13,Spa-Francorchamps,TSU,Red Bull Racing,13,7,7,11,18,0,0
2025,13,Spa-Francorchamps,STR,Aston Martin,14,16,20,13,8,0,0
2025,13,Spa-Francorchamps,OCO,Haas F1 Team,15,11,11,5,16,0,0
2025,13,Spa-Francorchamps,ANT,Mercedes,16,19,18,17,6,0,0
2025,13,Spa-Francorchamps,ALO,Aston Martin,17,20,19,14,9,0,0
2025,13,Spa-Francorchamps,SAI,Williams,18,17,15,6,11,0,0
2025,13,Spa-Francorchamps,COL,Alpine,19,15,17,19,19,0,0
2025,13,Spa-Francorchamps,HAD,Racing Bulls,20,8,8,8,10,0,0
2025,14,Budapest,NOR,McLaren,1,3,3,0,1,1,2
2025,14,Budapest,PIA,McLaren,2,2,2,0,2,2,1
2025,14,Budapest,RUS,Mercedes,3,4,4,0,8,7,8
2025,14,Budapest,LEC,Ferrari,4,1,1,0,3,3,3
2025,14,Budapest,ALO,Aston Martin,5,5,5,0,0,5,6
2025,14,Budapest,BOR,Kick Sauber,6,7,7,0,19,17,9
2025,14,Budapest,STR,Aston Martin,7,6,6,0,10,4,7
2025,14,Budapest,LAW,Racing Bulls,8,9,9,0,14,15,14
2025,14,Budapest,VER,Red Bull Racing,9,8,8,0,9,14,12
2025,14,Budapest,ANT,Mercedes,10,15,15,0,7,10,5
2025,14,Budapest,HAD,Racing Bulls,11,10,10,0,4,8,20
2025,14,Budapest,HAM,Ferrari,12,12,12,0,5,6,4
2025,14,Budapest,HUL,Kick Sauber,13,18,19,0,0,12,10
2025,14,Budapest,SAI,Williams,14,13,13,0,15,16,15
2025,14,Budapest,ALB,Williams,15,19,20,0,11,18,16
2025,14,Budapest,OCO,Haas F1 Team,16,17,18,0,12,13,17
2025,14,Budapest,TSU,Red Bull Racing,17,20,16,0,17,9,19
2025,14,Budapest,COL,Alpine,18,14,14,0,18,20,13
2025,14,Budapest,GAS,Alpine,19,16,17,0,13,19,18
2025,14,Budapest,BEA,Haas F1 Team,20,11,11,0,6,11,11
2025,15,Zandvoort,PIA,McLaren,1,1,1,0,2,3,2
2025,15,Zandvoort,VER,Red Bull Racing,2,3,3,0,6,5,5
2025,15,Zandvoort,HAD,Racing Bulls,3,4,4,0,12,0,9
2025,15,Zandvoort,RUS,Mercedes,4,5,5,0,7,4,3
2025,15,Zandvoort,ALB,Williams,5,15,15,0,5,17,7
2025,15,Zandvoort,BEA,Haas F1 Team,6,20,19,0,19,11,15
2025,15,Zandvoort,STR,Aston Martin,7,19,20,0,3,18,8
2025,15,Zandvoort,ALO,Aston Martin,8,10,10,0,4,2,10
2025,15,Zandvoort,TSU,Red Bull Racing,9,12,12,0,16,7,12
2025,15,Zandvoort,OCO,Haas F1 Team,10,18,18,0,17,15,18
2025,15,Zandvoort,COL,Alpine,11,16,16,0,18,9,20
2025,15,Zandvoort,LAW,Racing Bulls,12,8,8,0,11,14,11
2025,15,Zandvoort,SAI,Williams,13,9,9,0,8,16,4
2025,15,Zandvoort,HUL,Kick Sauber,14,17,17,0,13,10,16
2025,15,Zandvoort,BOR,Kick Sauber,15,13,13,0,9,13,13
2025,15,Zandvoort,ANT,Mercedes,16,11,11,0,20,12,17
2025,15,Zandvoort,GAS,Alpine,17,14,14,0,10,19,19
2025,15,Zandvoort,NOR,McLaren,18,2,2,0,1,1,1
2025,15,Zandvoort,LEC,Ferrari,19,6,6,0,14,8,6
2025,15,Zandvoort,HAM,Ferrari,20,7,7,0,15,6,14
2025,16,Monza,VER,Red Bull Racing,1,1,1,0,0,6,4
2025,16,Monza,NOR,McLaren,2,2,2,0,6,1,1
2025,16,Monza,PIA,McLaren,3,3,3,0,0,4,3
2025,16,Monza,LEC,Ferrari,4,4,4,0,2,2,2
2025,16,Monza,RUS,Mercedes,5,5,6,0,8,10,5
2025,16,Monza,HAM,Ferrari,6,10,5,0,1,5,7
2025,16,Monza,ALB,Williams,7,14,14,0,0,7,10
2025,16,Monza,BOR,Kick Sauber,8,7,8,0,0,12,6
2025,16,Monza,ANT,Mercedes,9,6,7,0,5,19,9
2025,16,Monza,HAD,Racing Bulls,10,19,16,0,10,11,8
2025,16,Monza,SAI,Williams,11,13,13,0,3,3,13
2025,16,Monza,BEA,Haas F1 Team,12,11,11,0,19,14,17
2025,16,Monza,TSU,Red Bull Racing,13,9,10,0,14,9,15
2025,16,Monza,LAW,Racing Bulls,14,18,20,0,13,17,16
2025,16,Monza,OCO,Haas F1 Team,15,15,15,0,0,16,20
2025,16,Monza,GAS,Alpine,16,20,19,0,18,18,18
2025,16,Monza,COL,Alpine,17,17,18,0,0,20,14
2025,16,Monza,STR,Aston Martin,18,16,17,0,15,13,19
2025,16,Monza,ALO,Aston Martin,19,8,9,0,9,15,12
2025,16,Monza,HUL,Kick Sauber,20,12,12,0,0,8,11
2025,17,Baku,VER,Red Bull Racing,1,1,1,0,7,6,2
2025,17,Baku,RUS,Mercedes,2,5,5,0,4,3,6
2025,17,Baku,SAI,Williams,3,2,2,0,8,11,13
2025,17,Baku,ANT,Mercedes,4,4,4,0,11,4,5
2025,17,Baku,LAW,Racing Bulls,5,3,3,0,9,7,9
2025,17,Baku,TSU,Red Bull Racing,6,6,6,0,6,14,16
2025,17,Baku,NOR,McLaren,7,7,7,0,1,10,1
2025,17,Baku,HAM,Ferrari,8,12,12,0,13,1,4
2025,17,Baku,LEC,Ferrari,9,10,10,0,3,2,10
2025,17,Baku,HAD,Racing Bulls,10,8,8,0,10,13,11
2025,17,Baku,BOR,Kick Sauber,11,13,13,0,14,15,18
2025,17,Baku,BEA,Haas F1 Team,12,15,15,0,16,5,8
2025,17,Baku,ALB,Williams,13,19,19,0,5,9,7
2025,17,Baku,OCO,Haas F1 Team,14,20,20,0,18,8,17
2025,17,Baku,ALO,Aston Martin,15,11,11,0,15,19,14
2025,17,Baku,HUL,Kick Sauber,16,17,17,0,12,18,12
2025,17,Baku,STR,Aston Martin,17,14,14,0,17,17,20
2025,17,Baku,GAS,Alpine,18,18,18,0,20,16,19
2025,17,Baku,COL,Alpine,19,16,16,0,19,20,15
2025,17,Baku,PIA,McLaren,20,9,9,0,2,12,3
2025,18,Marina Bay,RUS,Mercedes,1,1,1,0,11,20,3
2025,18,Marina Bay,VER,Red Bull Racing,2,2,2,0,3,3,1
2025,18,Marina Bay,NOR,McLaren,3,5,5,0,6,5,5
2025,18,Marina Bay,PIA,McLaren,4,3,3,0,5,1,2
2025,18,Marina Bay,ANT,Mercedes,5,4,4,0,14,18,4
2025,18,Marina Bay,LEC,Ferrari,6,7,7,0,2,9,10
2025,18,Marina Bay,ALO,Aston Martin,7,10,10,0,1,4,15
2025,18,Marina Bay,HAM,Ferrari,8,6,6,0,4,10,8
2025,18,Marina Bay,BEA,Haas F1 Team,9,9,9,0,16,12,14
2025,18,Marina Bay,SAI,Williams,10,18,20,0,8,8,6
2025,18,Marina Bay,HAD,Racing Bulls,11,8,8,0,7,2,7
2025,18,Marina Bay,TSU,Red Bull Racing,12,13,13,0,9,11,18
2025,18,Marina Bay,STR,Aston Martin,13,15,15,0,18,6,17
2025,18,Marina Bay,ALB,Williams,14,20,19,0,0,13,11
2025,18,Marina Bay,LAW,Racing Bulls,15,12,12,0,15,17,20
2025,18,Marina Bay,COL,Alpine,16,16,16,0,19,19,16
2025,18,Marina Bay,BOR,Kick Sauber,17,14,14,0,17,15,12
2025,18,Marina Bay,OCO,Haas F1 Team,18,17,17,0,10,7,13
2025,18,Marina Bay,GAS,Alpine,19,19,18,0,13,16,19
2025,18,Marina Bay,HUL,Kick Sauber,20,11,11,0,12,14,9
2025,19,Austin,VER,Red Bull Racing,1,1,1,1,5,0,0
2025,19,Austin,NOR,McLaren,2,2,2,18,1,0,0
2025,19,Austin,LEC,Ferrari,3,3,3,5,20,0,0
2025,19,Austin,HAM,Ferrari,4,5,5,4,8,0,0
2025,19,Austin,PIA,McLaren,5,6,6,19,3,0,0
2025,19,Austin,RUS,Mercedes,6,4,4,2,7,0,0
2025,19,Austin,TSU,Red Bull Racing,7,13,13,7,13,0,0
2025,19,Austin,HUL,Kick Sauber,8,11,11,13,2,0,0
2025,19,Austin,BEA,Haas F1 Team,9,8,8,15,10,0,0
2025,19,Austin,ALO,Aston Martin,10,10,10,20,4,0,0
2025,19,Austin,LAW,Racing Bulls,11,12,12,9,15,0,0
2025,19,Austin,STR,Aston Martin,12,19,18,17,14,0,0
2025,19,Austin,ANT,Mercedes,13,7,7,8,18,0,0
2025,19,Austin,ALB,Williams,14,18,19,6,6,0,0
2025,19,Austin,OCO,Haas F1 Team,15,17,17,16,11,0,0
2025,19,Austin,HAD,Racing Bulls,16,20,20,12,9,0,0
2025,19,Austin,COL,Alpine,17,15,15,14,16,0,0
2025,19,Austin,BOR,Kick Sauber,18,16,16,11,12,0,0
2025,19,Austin,GAS,Alpine,19,14,14,10,17,0,0
2025,19,Austin,SAI,Williams,20,9,9,3,19,0,0
