Year,Round,Place,Driver,Team,Result,Start_Position,Q,Sprint,P1,P2,P3,Is_dsq,Is_mechanical,Is_accident,Is_finished,P1_missing,P2_missing,P3_missing,FastestLap,Engine,CircleLength,Quantity_of_circles,Quantity_of_drs,Quantity_of_turns,Tire_wear,Speed_of_turns,Downforce,Brake_load,Streets_or_not,Speed_of_track,PitStop_losing_time,Age,Average_pit_stop,AirTemp,TrackTemp,Humidity,Rainfall,WindSpeed,Pressure,Result_last_year,Salary,Team_financial_power,Regulation_Impact,Factorys_or_not,Strengh_of_first_partners,Driver_nationalitie,Points_before_race,Championship_position_before,teammate_points,points_ratio,points_ratio_log,avg_points_ratio,avg_last_3,avg_season
2019,1,Melbourne,MAG,Haas F1 Team,6.0,7,7,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,Ferrari,5.278,58,3,14,2,2,2,2,1,2,19.0,27,3.169,,,,,,,33.45,1.2,1,0.0,0,7.0,DEN,0.0,,0.0,8000000.0,15.894952224644102,1.0,20.0,20.0
2019,1,Melbourne,NOR,McLaren,12.0,8,8,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,Renault,5.278,58,3,14,2,2,2,2,1,2,19.0,20,3.086,,,,,,,,0.26,2,0.0,0,6.0,GBR,0.0,,0.0,1.0,0.6931471805599453,1.0,13.705714285714285,13.705714285714285
2019,1,Melbourne,PER,Racing Point,13.0,10,10,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,Mercedes,5.278,58,3,14,2,2,2,2,1,2,19.0,29,3.34,,,,,,,11.0,3.5,2,0.0,0,6.0,MEX,0.0,,2.0,0.0,0.0,1.0,11.0,11.0
2019,1,Melbourne,RAI,Sauber,8.0,9,9,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,Ferrari,5.278,58,3,14,2,2,2,2,1,2,19.0,40,3.767,,,,,,,3.0,4.5,1,0.0,0,8.0,FIN,0.0,,0.0,4000000.0,15.201805169084134,1.0,3.0,3.0
2019,1,Melbourne,RIC,Renault,37.24,12,12,0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,Renault,5.278,58,3,14,2,2,2,2,1,2,19.0,30,3.05,,,,,,,4.0,17.0,2,0.0,1,6.0,AUS,0.0,,6.0,0.0,0.0,1.0,4.0,4.0
2019,1,Melbourne,RUS,Williams,16.0,19,19,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,Mercedes,5.278,58,3,14,2,2,2,2,1,2,19.0,21,2.893,,,,,,,,0.18,1,0.0,0,8.0,GBR,0.0,,0.0,1.0,0.6931471805599453,1.0,13.705714285714285,13.705714285714285
2019,1,Melbourne,SAI,McLaren,49.66,18,18,0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,Renault,5.278,58,3,14,2,2,2,2,1,2,19.0,25,3.086,,,,,,,10.0,4.0,2,0.0,0,9.0,ESP,0.0,,0.0,1.0,0.6931471805599453,1.0,10.0,10.0
2019,1,Melbourne,STR,Racing Point,9.0,16,16,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,Mercedes,5.278,58,3,14,2,2,2,2,1,2,19.0,21,3.34,,,,,,,14.0,1.2,2,0.0,0,,CAN,0.0,,0.0,2000000.0,14.508658238524095,1.0,14.0,14.0
2019,1,Melbourne,VER,Red Bull Racing,3.0,4,4,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,Honda,5.278,58,3,14,2,2,2,2,1,2,19.0,22,2.698,,,,,,,6.0,13.5,3,0.0,0,,NED,0.0,,0.0,15000000.0,16.52356082573315,1.0,6.0,6.0
2019,1,Melbourne,VET,Ferrari,4.0,3,3,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,Ferrari,5.278,58,3,14,2,2,2,2,1,2,19.0,32,3.23,,,,,,,1.0,45.0,3,0.0,1,6.0,GER,0.0,,10.0,1.199999880000012,0.7884573058188196,1.0,1.0,1.0
2019,2,Sakhir,ALB,Racing Bulls,9.0,12,12,0,13.0,13.0,17.0,0,0,0,1,0,0,0,0,Honda,5.412,57,3,15,3,2,2,3,0,2,20.0,23,3.295,26.2,28.610852713178296,53.9,False,2.7,1003.4,,0.17,2,0.0,0,7.0,THA,0.0,11.0,0.0,2000000.0,14.508658238524095,0.0,14.0,14.0
2019,2,Sakhir,BOT,Mercedes,2.0,4,4,0,3.0,4.0,4.0,0,0,0,1,0,0,0,0,Mercedes,5.412,57,3,15,3,2,2,3,0,2,20.0,30,2.85,26.2,28.610852713178296,53.9,False,2.7,1003.4,2.0,8.5,3,0.0,1,7.0,FIN,25.0,1.0,25.0,0.7199999712000011,0.5423242740811761,1.3888888117283993,1.5,1.5
2019,2,Sakhir,GAS,Red Bull Racing,8.0,13,13,0,6.0,12.0,12.0,0,0,0,1,0,0,0,0,Honda,5.412,57,3,15,3,2,2,3,0,2,20.0,23,2.698,26.2,28.610852713178296,53.9,False,2.7,1003.4,4.0,1.4,3,0.0,0,6.0,FRA,0.0,11.0,12.0,0.3333333055555579,0.2876820516184491,0.0,7.5,7.5
2019,2,Sakhir,GIO,Sauber,11.0,16,16,0,16.0,18.0,18.0,0,0,0,1,0,0,0,0,Ferrari,5.412,57,3,15,3,2,2,3,0,2,20.0,26,3.767,26.2,28.610852713178296,53.9,False,2.7,1003.4,,0.23,1,0.0,0,7.0,ITA,0.0,11.0,6.0,0.0,0.0,0.0,15.0,15.0
2019,2,Sakhir,GRO,Haas F1 Team,31.58,11,8,0,17.0,9.0,5.0,0,0,1,0,0,0,0,0,Ferrari,5.412,57,3,15,3,2,2,3,0,2,20.0,33,3.169,26.2,28.610852713178296,53.9,False,2.7,1003.4,13.0,1.8,1,0.0,0,7.0,FRA,0.0,11.0,0.0,1.0,0.6931471805599453,0.0,24.0,24.0
2019,2,Sakhir,HAM,Mercedes,1.0,3,3,0,4.0,3.0,3.0,0,0,0,1,0,0,0,0,Mercedes,5.412,57,3,15,3,2,2,3,0,2,20.0,34,2.85,26.2,28.610852713178296,53.9,False,2.7,1003.4,3.0,57.0,3,0.0,1,10.0,GBR,18.0,2.0,18.0,1.3888888117283993,0.8708283254976574,0.7199999712000011,2.5,2.5
2019,2,Sakhir,HUL,Renault,21.4,17,17,0,8.0,5.0,6.0,0,1,0,0,0,0,0,0,Renault,5.412,57,3,15,3,2,2,3,0,2,20.0,32,3.05,26.2,28.610852713178296,53.9,False,2.7,1003.4,6.0,4.5,2,0.0,1,6.0,GER,6.0,7.0,0.0,1.0,0.6931471805599453,6000000.0,6.5,6.5
2019,2,Sakhir,KUB,Williams,16.0,20,20,0,20.0,20.0,20.0,0,0,0,1,0,0,0,0,Mercedes,5.412,57,3,15,3,2,2,3,0,2,20.0,35,2.893,26.2,28.610852713178296,53.9,False,2.7,1003.4,,0.57,1,0.0,0,,POL,0.0,11.0,0.0,1.0,0.6931471805599453,1.0,17.0,17.0
2019,2,Sakhir,KVY,Racing Bulls,12.0,15,15,0,9.0,10.0,10.0,0,0,0,1,0,0,0,0,Honda,5.412,57,3,15,3,2,2,3,0,2,20.0,25,3.295,26.2,28.610852713178296,53.9,False,2.7,1003.4,,0.3,2,0.0,0,7.0,RUS,1.0,10.0,2.0,0.0,0.0,1000000.0,10.0,10.0
2019,2,Sakhir,LEC,Ferrari,3.0,1,1,0,1.0,2.0,1.0,0,0,0,1,0,0,0,1,Ferrari,5.412,57,3,15,3,2,2,3,0,2,20.0,22,3.23,26.2,28.610852713178296,53.9,False,2.7,1003.4,12.0,3.5,3,0.0,1,8.0,MON,10.0,5.0,10.0,1.4999998500000151,0.9162906718741592,0.8333332638888947,8.5,8.5
2019,2,Sakhir,MAG,Haas F1 Team,13.0,6,6,0,12.0,7.0,13.0,0,0,0,1,0,0,0,0,Ferrari,5.412,57,3,15,3,2,2,3,0,2,20.0,27,3.169,26.2,28.610852713178296,53.9,False,2.7,1003.4,5.0,1.2,1,0.0,0,7.0,DEN,8.0,6.0,0.0,1.0,0.6931471805599453,8000000.0,5.5,5.5
2019,2,Sakhir,NOR,McLaren,6.0,9,10,0,15.0,8.0,7.0,0,0,0,1,0,0,0,0,Renault,5.412,57,3,15,3,2,2,3,0,2,20.0,20,3.086,26.2,28.610852713178296,53.9,False,2.7,1003.4,,0.26,2,0.0,0,6.0,GBR,0.0,11.0,0.0,8000000.0,15.894952224644102,1.0,12.0,12.0
2019,2,Sakhir,PER,Racing Point,10.0,14,14,0,14.0,14.0,15.0,0,0,0,1,0,0,0,0,Mercedes,5.412,57,3,15,3,2,2,3,0,2,20.0,29,3.34,26.2,28.610852713178296,53.9,False,2.7,1003.4,16.0,3.5,2,0.0,0,6.0,MEX,0.0,11.0,0.0,1000000.0,13.815511557963774,0.0,14.5,14.5
2019,2,Sakhir,RAI,Sauber,7.0,8,9,0,10.0,16.0,11.0,0,0,0,1,0,0,0,0,Ferrari,5.412,57,3,15,3,2,2,3,0,2,20.0,40,3.767,26.2,28.610852713178296,53.9,False,2.7,1003.4,27.72,4.5,1,0.0,0,8.0,FIN,4.0,8.0,0.0,6000000.0,15.607270193858982,4000000.0,14.0,14.0
2019,2,Sakhir,RIC,Renault,21.4,10,11,0,11.0,15.0,16.0,0,1,0,0,0,0,0,0,Renault,5.412,57,3,15,3,2,2,3,0,2,20.0,30,3.05,26.2,28.610852713178296,53.9,False,2.7,1003.4,49.47,17.0,2,0.0,1,6.0,AUS,0.0,11.0,0.0,1.0,0.6931471805599453,0.0,28.62,28.62
2019,2,Sakhir,RUS,Williams,15.0,19,19,0,19.0,19.0,19.0,0,0,0,1,0,0,0,0,Mercedes,5.412,57,3,15,3,2,2,3,0,2,20.0,21,2.893,26.2,28.610852713178296,53.9,False,2.7,1003.4,,0.18,1,0.0,0,8.0,GBR,0.0,11.0,0.0,1.0,0.6931471805599453,1.0,16.0,16.0
2019,2,Sakhir,SAI,McLaren,21.4,7,7,0,7.0,11.0,9.0,0,1,0,0,0,0,0,0,Renault,5.412,57,3,15,3,2,2,3,0,2,20.0,25,3.086,26.2,28.610852713178296,53.9,False,2.7,1003.4,11.0,4.0,2,0.0,0,9.0,ESP,0.0,11.0,8.0,0.0,0.0,1.0,30.33,30.33
2019,2,Sakhir,STR,Racing Point,14.0,18,18,0,18.0,17.0,14.0,0,0,0,1,0,0,0,0,Mercedes,5.412,57,3,15,3,2,2,3,0,2,20.0,21,3.34,26.2,28.610852713178296,53.9,False,2.7,1003.4,14.0,1.2,2,0.0,0,,CAN,2.0,9.0,1.0,0.0,0.0,2000000.0,11.5,11.5
2019,2,Sakhir,VER,Red Bull Racing,4.0,5,5,0,5.0,6.0,8.0,0,0,0,1,0,0,0,0,Honda,5.412,57,3,15,3,2,2,3,0,2,20.0,22,2.698,26.2,28.610852713178296,53.9,False,2.7,1003.4,48.42,13.5,3,0.0,0,,NED,15.0,3.0,4.0,2.9999992500001875,1.38629417361992,15000000.0,11.5,11.5
2019,2,Sakhir,VET,Ferrari,5.0,2,2,0,2.0,1.0,2.0,0,0,0,1,0,0,0,0,Ferrari,5.412,57,3,15,3,2,2,3,0,2,20.0,32,3.23,26.2,28.610852713178296,53.9,False,2.7,1003.4,1.0,45.0,3,0.0,1,6.0,GER,12.0,4.0,15.0,0.6666666222222252,0.5108255970993254,1.199999880000012,2.5,2.5
2019,3,Shanghai,ALB,Racing Bulls,10.0,0,0,0,14.0,12.0,9.0,0,0,0,1,0,0,0,0,Honda,5.451,56,2,16,2,2,2,2,0,2,21.0,23,3.295,19.4,27.33700787401575,45.5,False,3.3,1019.2,,0.17,2,0.0,0,7.0,THA,2.0,11.0,0.0,1000000.0,13.815511557963774,1000000.0,11.5,11.5
2019,3,Shanghai,BOT,Mercedes,2.0,1,1,0,5.0,1.0,1.0,0,0,0,1,0,0,0,0,Mercedes,5.451,56,2,16,2,2,2,2,0,2,21.0,30,2.85,19.4,27.33700787401575,45.5,False,3.3,1019.2,2.0,8.5,3,0.0,1,7.0,FIN,43.0,1.0,25.0,0.7199999712000011,0.5423242740811761,1.0544443914642003,1.6666666666666667,1.6666666666666667
2019,3,Shanghai,GAS,Red Bull Racing,6.0,6,6,0,7.0,10.0,15.0,0,0,0,1,0,0,0,1,Honda,5.451,56,2,16,2,2,2,2,0,2,21.0,23,2.698,19.4,27.33700787401575,45.5,False,3.3,1019.2,18.0,1.4,3,0.0,0,6.0,FRA,4.0,10.0,12.0,0.6666666111111158,0.5108255904326596,0.16666665277777895,12.333333333333334,12.333333333333334
2019,3,Shanghai,GIO,Sauber,15.0,19,0,0,,18.0,16.0,0,0,0,1,1,0,0,0,Ferrari,5.451,56,2,16,2,2,2,2,0,2,21.0,26,3.767,19.4,27.33700787401575,45.5,False,3.3,1019.2,,0.23,1,0.0,0,7.0,ITA,0.0,15.0,2.0,0.0,0.0,0.0,13.0,13.0
2019,3,Shanghai,GRO,Haas F1 Team,11.0,10,10,0,10.0,17.0,17.0,0,0,0,1,0,0,0,0,Ferrari,5.451,56,2,16,2,2,2,2,0,2,21.0,33,3.169,19.4,27.33700787401575,45.5,False,3.3,1019.2,17.0,1.8,1,0.0,0,7.0,FRA,0.0,15.0,0.0,1.0,0.6931471805599453,0.5,27.86,27.86
2019,3,Shanghai,HAM,Mercedes,1.0,2,2,0,2.0,4.0,4.0,0,0,0,1,0,0,0,0,Mercedes,5.451,56,2,16,2,2,2,2,0,2,21.0,34,2.85,19.4,27.33700787401575,45.5,False,3.3,1019.2,4.0,57.0,3,0.0,1,10.0,GBR,43.0,1.0,18.0,1.3888888117283993,0.8708283254976574,1.0544443914642003,2.3333333333333335,2.3333333333333335
2019,3,Shanghai,HUL,Renault,31.43,8,8,0,12.0,5.0,5.0,0,1,0,0,0,0,0,0,Renault,5.451,56,2,16,2,2,2,2,0,2,21.0,32,3.05,19.4,27.33700787401575,45.5,False,3.3,1019.2,6.0,4.5,2,0.0,1,6.0,GER,6.0,9.0,6.0,0.0,0.0,3000000.5,11.466666666666667,11.466666666666667
2019,3,Shanghai,KUB,Williams,17.0,18,18,0,18.0,19.0,20.0,0,0,0,1,0,0,0,0,Mercedes,5.451,56,2,16,2,2,2,2,0,2,21.0,35,2.893,19.4,27.33700787401575,45.5,False,3.3,1019.2,,0.57,1,0.0,0,,POL,0.0,15.0,0.0,1.0,0.6931471805599453,1.0,16.5,16.5
2019,3,Shanghai,KVY,Racing Bulls,25.36,11,11,0,8.0,13.0,10.0,0,1,0,0,0,0,0,0,Honda,5.451,56,2,16,2,2,2,2,0,2,21.0,25,3.295,19.4,27.33700787401575,45.5,False,3.3,1019.2,,0.3,2,0.0,0,7.0,RUS,1.0,13.0,1.0,0.0,0.0,500000.0,11.0,11.0
2019,3,Shanghai,LEC,Ferrari,5.0,4,4,0,3.0,7.0,3.0,0,0,0,1,0,0,0,0,Ferrari,5.451,56,2,16,2,2,2,2,0,2,21.0,22,3.23,19.4,27.33700787401575,45.5,False,3.3,1019.2,19.0,3.5,3,0.0,1,8.0,MON,25.0,4.0,15.0,0.6666666222222252,0.5108255970993254,1.166666556944455,9.0,9.0
2019,3,Shanghai,MAG,Haas F1 Team,13.0,9,9,0,11.0,16.0,18.0,0,0,0,1,0,0,0,0,Ferrari,5.451,56,2,16,2,2,2,2,0,2,21.0,27,3.169,19.4,27.33700787401575,45.5,False,3.3,1019.2,10.0,1.2,1,0.0,0,7.0,DEN,8.0,7.0,0.0,1.0,0.6931471805599453,4000000.5,9.666666666666666,9.666666666666666
2019,3,Shanghai,NOR,McLaren,22.14,15,15,0,13.0,8.0,11.0,0,1,0,0,0,0,0,0,Renault,5.451,56,2,16,2,2,2,2,0,2,21.0,20,3.086,19.4,27.33700787401575,45.5,False,3.3,1019.2,,0.26,2,0.0,0,6.0,GBR,8.0,7.0,0.0,1.0,0.6931471805599453,4000000.5,9.0,9.0
2019,3,Shanghai,PER,Racing Point,8.0,12,12,0,17.0,15.0,12.0,0,0,0,1,0,0,0,0,Mercedes,5.451,56,2,16,2,2,2,2,0,2,21.0,29,3.34,19.4,27.33700787401575,45.5,False,3.3,1019.2,12.0,3.5,2,0.0,0,6.0,MEX,1.0,13.0,0.0,4000000.0,15.201805169084134,500000.0,11.666666666666666,11.666666666666666
2019,3,Shanghai,RAI,Sauber,9.0,13,13,0,15.0,11.0,6.0,0,0,0,1,0,0,0,0,Ferrari,5.451,56,2,16,2,2,2,2,0,2,21.0,40,3.767,19.4,27.33700787401575,45.5,False,3.3,1019.2,3.0,4.5,1,0.0,0,8.0,FIN,10.0,6.0,0.0,2000000.0,14.508658238524095,5000000.0,6.0,6.0
2019,3,Shanghai,RIC,Renault,7.0,7,7,0,6.0,9.0,13.0,0,0,0,1,0,0,0,0,Renault,5.451,56,2,16,2,2,2,2,0,2,21.0,30,3.05,19.4,27.33700787401575,45.5,False,3.3,1019.2,1.0,17.0,2,0.0,1,6.0,AUS,0.0,15.0,0.0,6000000.0,15.607270193858982,0.5,19.88,19.88
2019,3,Shanghai,RUS,Williams,16.0,17,17,0,19.0,20.0,19.0,0,0,0,1,0,0,0,0,Mercedes,5.451,56,2,16,2,2,2,2,0,2,21.0,21,2.893,19.4,27.33700787401575,45.5,False,3.3,1019.2,,0.18,1,0.0,0,8.0,GBR,0.0,15.0,0.0,1.0,0.6931471805599453,1.0,15.5,15.5
2019,3,Shanghai,SAI,McLaren,14.0,14,14,0,16.0,6.0,8.0,0,0,0,1,0,0,0,0,Renault,5.451,56,2,16,2,2,2,2,0,2,21.0,25,3.086,19.4,27.33700787401575,45.5,False,3.3,1019.2,9.0,4.0,2,0.0,0,9.0,ESP,0.0,15.0,0.0,1.0,0.6931471805599453,0.5,26.686666666666667,26.686666666666667
2019,3,Shanghai,STR,Racing Point,12.0,16,16,0,9.0,14.0,14.0,0,0,0,1,0,0,0,0,Mercedes,5.451,56,2,16,2,2,2,2,0,2,21.0,21,3.34,19.4,27.33700787401575,45.5,False,3.3,1019.2,14.0,1.2,2,0.0,0,,CAN,2.0,11.0,4.0,0.0,0.0,1000000.0,12.333333333333334,12.333333333333334
2019,3,Shanghai,VER,Red Bull Racing,4.0,5,5,0,4.0,3.0,7.0,0,0,0,1,0,0,0,0,Honda,5.451,56,2,16,2,2,2,2,0,2,21.0,22,2.698,19.4,27.33700787401575,45.5,False,3.3,1019.2,5.0,13.5,3,0.0,0,,NED,27.0,3.0,8.0,1.4999998125000236,0.9162906568741617,7500001.499999625,4.0,4.0
2019,3,Shanghai,VET,Ferrari,3.0,3,3,0,1.0,2.0,2.0,0,0,0,1,0,0,0,0,Ferrari,5.451,56,2,16,2,2,2,2,0,2,21.0,32,3.23,19.4,27.33700787401575,45.5,False,3.3,1019.2,8.0,45.0,3,0.0,1,6.0,GER,22.0,5.0,10.0,1.4999998500000151,0.9162906718741592,0.9333332511111185,5.666666666666667,5.666666666666667
2019,4,Baku,ALB,Racing Bulls,11.0,11,12,0,,8.0,8.0,0,0,0,1,1,0,0,0,Honda,6.003,51,2,20,3,2,2,3,1,2,21.0,23,3.295,19.6,39.65426356589147,52.2,False,1.3,1013.8,,0.17,2,0.0,0,7.0,THA,3.0,13.0,0.0,1.0,0.6931471805599453,1000000.0,11.0,11.0
2019,4,Baku,BOT,Mercedes,1.0,1,1,0,,5.0,4.0,0,0,0,1,1,0,0,0,Mercedes,6.003,51,2,20,3,2,2,3,1,2,21.0,30,2.85,19.6,39.65426356589147,52.2,False,1.3,1013.8,20.59,8.5,3,0.0,1,7.0,FIN,61.0,2.0,18.0,1.3888888117283993,0.8708283254976574,0.9429629180428005,1.6666666666666667,1.6666666666666667
2019,4,Baku,GAS,Red Bull Racing,22.55,0,20,0,,9.0,20.0,0,1,0,0,1,0,0,0,Honda,6.003,51,2,20,3,2,2,3,1,2,21.0,23,2.698,19.6,39.65426356589147,52.2,False,1.3,1013.8,12.0,1.4,3,0.0,0,6.0,FRA,12.0,6.0,12.0,0.0,0.0,0.3333333055555579,8.333333333333334,8.333333333333334
2019,4,Baku,GIO,Sauber,12.0,17,8,0,,12.0,12.0,0,0,0,1,1,0,0,0,Ferrari,6.003,51,2,20,3,2,2,3,1,2,21.0,26,3.767,19.6,39.65426356589147,52.2,False,1.3,1013.8,,0.23,1,0.0,0,7.0,ITA,0.0,16.0,1.0,0.0,0.0,0.0,13.666666666666666,13.666666666666666
2019,4,Baku,GRO,Haas F1 Team,27.65,14,15,0,,16.0,17.0,0,1,0,0,1,0,0,0,Ferrari,6.003,51,2,20,3,2,2,3,1,2,21.0,33,3.169,19.6,39.65426356589147,52.2,False,1.3,1013.8,21.76,1.8,1,0.0,0,7.0,FRA,0.0,16.0,0.0,1.0,0.6931471805599453,0.6666666666666666,25.86,25.86
2019,4,Baku,HAM,Mercedes,2.0,2,2,0,,3.0,5.0,0,0,0,1,1,0,0,0,Mercedes,6.003,51,2,20,3,2,2,3,1,2,21.0,34,2.85,19.6,39.65426356589147,52.2,False,1.3,1013.8,1.0,57.0,3,0.0,1,10.0,GBR,68.0,1.0,25.0,0.7199999712000011,0.5423242740811761,1.1659258648856,1.3333333333333333,1.3333333333333333
2019,4,Baku,HUL,Renault,14.0,15,16,0,,17.0,16.0,0,0,0,1,1,0,0,0,Renault,6.003,51,2,20,3,2,2,3,1,2,21.0,32,3.05,19.6,39.65426356589147,52.2,False,1.3,1013.8,44.11,4.5,2,0.0,1,6.0,GER,6.0,10.0,0.0,1.0,0.6931471805599453,2000000.3333333333,19.94333333333333,19.94333333333333
2019,4,Baku,KUB,Williams,16.0,0,18,0,,19.0,18.0,0,0,0,1,1,0,0,0,Mercedes,6.003,51,2,20,3,2,2,3,1,2,21.0,35,2.893,19.6,39.65426356589147,52.2,False,1.3,1013.8,,0.57,1,0.0,0,,POL,0.0,16.0,0.0,1.0,0.6931471805599453,1.0,16.666666666666668,16.666666666666668
2019,4,Baku,KVY,Racing Bulls,30.59,6,6,0,,6.0,6.0,0,0,1,0,1,0,0,0,Honda,6.003,51,2,20,3,2,2,3,1,2,21.0,25,3.295,19.6,39.65426356589147,52.2,False,1.3,1013.8,,0.3,2,0.0,0,7.0,RUS,1.0,15.0,0.0,1.0,0.6931471805599453,333333.3333333333,15.786666666666667,15.786666666666667
2019,4,Baku,LEC,Ferrari,5.0,8,9,0,1.0,1.0,1.0,0,0,0,1,0,0,0,1,Ferrari,6.003,51,2,20,3,2,2,3,1,2,21.0,22,3.23,19.6,39.65426356589147,52.2,False,1.3,1013.8,6.0,3.5,3,0.0,1,8.0,MON,35.0,5.0,15.0,0.6666666222222252,0.5108255970993254,0.999999912037045,4.333333333333333,4.333333333333333
2019,4,Baku,MAG,Haas F1 Team,13.0,12,13,0,,11.0,7.0,0,0,0,1,1,0,0,0,Ferrari,6.003,51,2,20,3,2,2,3,1,2,21.0,27,3.169,19.6,39.65426356589147,52.2,False,1.3,1013.8,13.0,1.2,1,0.0,0,7.0,DEN,8.0,8.0,0.0,1.0,0.6931471805599453,2666667.3333333335,10.666666666666666,10.666666666666666
2019,4,Baku,NOR,McLaren,8.0,7,7,0,,10.0,13.0,0,0,0,1,1,0,0,0,Renault,6.003,51,2,20,3,2,2,3,1,2,21.0,20,3.086,19.6,39.65426356589147,52.2,False,1.3,1013.8,,0.26,2,0.0,0,6.0,GBR,8.0,8.0,6.0,0.6666665555555741,0.510825557099333,2666667.3333333335,13.38,13.38
2019,4,Baku,PER,Racing Point,6.0,5,5,0,,13.0,9.0,0,0,0,1,1,0,0,0,Mercedes,6.003,51,2,20,3,2,2,3,1,2,21.0,29,3.34,19.6,39.65426356589147,52.2,False,1.3,1013.8,3.0,3.5,2,0.0,0,6.0,MEX,5.0,12.0,2.0,3.999998000001,1.6094375124342204,1666666.6666666667,10.333333333333334,10.333333333333334
