Year,Round,Place,Driver,Team,Result,Start_Position,Q,Sprint,P1,P2,P3
2023,2,Jeddah,NOR,McLaren,17,19,19,0,20,12,7
2023,2,Jeddah,BOT,Alfa Romeo,18,14,14,0,18,20,18
2023,2,Jeddah,ALB,Williams,19,17,17,0,9,14,15
2023,2,Jeddah,STR,Aston Martin,20,5,6,0,4,7,4
2023,3,Melbourne,VER,Red Bull Racing,1,1,1,0,1,3,1
2023,3,Melbourne,HAM,Mercedes,2,3,3,0,2,13,8
2023,3,Melbourne,ALO,Aston Martin,3,4,4,0,4,1,2
2023,3,Melbourne,STR,Aston Martin,4,6,6,0,10,16,9
2023,3,Melbourne,PER,Red Bull Racing,5,20,20,0,3,7,6
2023,3,Melbourne,NOR,McLaren,6,13,13,0,7,8,20
2023,3,Melbourne,HUL,Haas F1 Team,7,10,10,0,13,9,11
2023,3,Melbourne,PIA,McLaren,8,16,16,0,12,14,14
2023,3,Melbourne,ZHO,Alfa Romeo,9,17,17,0,19,15,10
2023,3,Melbourne,TSU,AlphaTauri,10,12,12,0,17,11,16
2023,3,Melbourne,BOT,Alfa Romeo,11,19,19,0,18,12,15
2023,3,Melbourne,SAI,Ferrari,12,5,5,0,6,5,7
2023,3,Melbourne,GAS,Alpine,13,9,9,0,8,10,5
2023,3,Melbourne,OCO,Alpine,14,11,11,0,16,6,3
2023,3,Melbourne,DEV,AlphaTauri,15,15,15,0,14,17,19
2023,3,Melbourne,SAR,Williams,16,18,18,0,15,0,17
2023,3,Melbourne,MAG,Haas F1 Team,17,14,14,0,20,19,18
2023,3,Melbourne,RUS,Mercedes,18,2,2,0,9,4,4
2023,3,Melbourne,ALB,Williams,19,8,8,0,11,18,12
2023,3,Melbourne,LEC,Ferrari,20,7,7,0,5,2,13
2023,4,Baku,PER,Red Bull Racing,1,3,3,1,3,0,0
2023,4,Baku,VER,Red Bull Racing,2,2,2,3,1,0,0
2023,4,Baku,LEC,Ferrari,3,1,1,2,2,0,0
2023,4,Baku,ALO,Aston Martin,4,6,6,6,8,0,0
2023,4,Baku,SAI,Ferrari,5,4,4,5,4,0,0
2023,4,Baku,HAM,Mercedes,6,5,5,7,11,0,0
2023,4,Baku,STR,Aston Martin,7,9,9,8,7,0,0
2023,4,Baku,RUS,Mercedes,8,11,11,4,17,0,0
2023,4,Baku,NOR,McLaren,9,7,7,17,5,0,0
2023,4,Baku,TSU,AlphaTauri,10,8,8,19,14,0,0
2023,4,Baku,PIA,McLaren,11,10,10,10,12,0,0
2023,4,Baku,ALB,Williams,12,12,13,9,9,0,0
2023,4,Baku,MAG,Haas F1 Team,13,16,18,11,20,0,0
2023,4,Baku,GAS,Alpine,14,17,19,13,19,0,0
2023,4,Baku,OCO,Alpine,15,19,12,18,18,0,0
2023,4,Baku,SAR,Williams,16,14,15,0,16,0,0
2023,4,Baku,HUL,Haas F1 Team,17,20,17,15,15,0,0
2023,4,Baku,BOT,Alfa Romeo,18,13,14,16,13,0,0
2023,4,Baku,ZHO,Alfa Romeo,19,15,16,12,10,0,0
2023,4,Baku,DEV,AlphaTauri,20,18,20,14,6,0,0
2023,5,Miami,VER,Red Bull Racing,1,9,9,0,4,1,1
2023,5,Miami,PER,Red Bull Racing,2,1,1,0,11,4,3
2023,5,Miami,ALO,Aston Martin,3,2,2,0,7,5,12
2023,5,Miami,RUS,Mercedes,4,6,6,0,1,15,10
2023,5,Miami,SAI,Ferrari,5,3,3,0,5,2,4
2023,5,Miami,HAM,Mercedes,6,13,13,0,2,7,13
2023,5,Miami,LEC,Ferrari,7,7,7,0,3,3,2
2023,5,Miami,GAS,Alpine,8,5,5,0,6,11,6
2023,5,Miami,OCO,Alpine,9,8,8,0,10,9,5
2023,5,Miami,MAG,Haas F1 Team,10,4,4,0,13,12,11
2023,5,Miami,TSU,AlphaTauri,11,17,17,0,18,18,16
2023,5,Miami,STR,Aston Martin,12,18,18,0,8,8,14
2023,5,Miami,BOT,Alfa Romeo,13,10,10,0,14,14,7
2023,5,Miami,ALB,Williams,14,11,11,0,15,10,9
2023,5,Miami,HUL,Haas F1 Team,15,12,12,0,9,17,8
2023,5,Miami,ZHO,Alfa Romeo,16,14,14,0,17,13,15
2023,5,Miami,NOR,McLaren,17,16,16,0,16,6,19
2023,5,Miami,DEV,AlphaTauri,18,15,15,0,20,19,20
2023,5,Miami,PIA,McLaren,19,19,19,0,12,16,18
2023,5,Miami,SAR,Williams,20,20,20,0,19,20,17
2023,6,Monaco,VER,Red Bull Racing,1,1,1,0,6,1,1
2023,6,Monaco,ALO,Aston Martin,2,2,2,0,2,4,14
2023,6,Monaco,OCO,Alpine,3,3,4,0,8,10,9
2023,6,Monaco,HAM,Mercedes,4,5,6,0,3,6,8
2023,6,Monaco,RUS,Mercedes,5,8,8,0,15,12,11
2023,6,Monaco,LEC,Ferrari,6,6,3,0,5,2,7
2023,6,Monaco,GAS,Alpine,7,7,7,0,14,9,6
2023,6,Monaco,SAI,Ferrari,8,4,5,0,1,3,4
2023,6,Monaco,NOR,McLaren,9,10,10,0,7,5,5
2023,6,Monaco,PIA,McLaren,10,11,11,0,17,18,19
2023,6,Monaco,BOT,Alfa Romeo,11,15,15,0,11,8,10
2023,6,Monaco,DEV,AlphaTauri,12,12,12,0,16,17,20
2023,6,Monaco,ZHO,Alfa Romeo,13,19,19,0,19,13,16
2023,6,Monaco,ALB,Williams,14,13,13,0,10,19,18
2023,6,Monaco,TSU,AlphaTauri,15,9,9,0,13,16,15
2023,6,Monaco,PER,Red Bull Racing,16,20,20,0,4,7,2
2023,6,Monaco,HUL,Haas F1 Team,17,18,18,0,20,15,13
2023,6,Monaco,SAR,Williams,18,16,16,0,18,20,17
2023,6,Monaco,MAG,Haas F1 Team,19,17,17,0,12,14,12
2023,6,Monaco,STR,Aston Martin,20,14,14,0,9,11,3
2023,7,Barcelona,VER,Red Bull Racing,1,1,1,0,1,1,1
2023,7,Barcelona,HAM,Mercedes,2,4,5,0,12,11,3
2023,7,Barcelona,RUS,Mercedes,3,12,12,0,10,8,6
2023,7,Barcelona,PER,Red Bull Racing,4,11,11,0,2,4,2
2023,7,Barcelona,SAI,Ferrari,5,2,2,0,9,7,4
2023,7,Barcelona,STR,Aston Martin,6,5,6,0,15,18,13
2023,7,Barcelona,ALO,Aston Martin,7,8,9,0,6,2,5
2023,7,Barcelona,OCO,Alpine,8,6,7,0,3,5,16
2023,7,Barcelona,ZHO,Alfa Romeo,9,13,13,0,13,13,11
2023,7,Barcelona,GAS,Alpine,10,10,4,0,5,10,18
2023,7,Barcelona,LEC,Ferrari,11,19,19,0,8,6,7
2023,7,Barcelona,TSU,AlphaTauri,12,15,15,0,14,17,9
2023,7,Barcelona,PIA,McLaren,13,9,10,0,17,12,15
2023,7,Barcelona,DEV,AlphaTauri,14,14,14,0,4,16,12
2023,7,Barcelona,HUL,Haas F1 Team,15,7,8,0,18,3,14
2023,7,Barcelona,ALB,Williams,16,18,18,0,20,19,19
2023,7,Barcelona,NOR,McLaren,17,3,3,0,11,14,10
2023,7,Barcelona,MAG,Haas F1 Team,18,17,17,0,7,15,17
2023,7,Barcelona,BOT,Alfa Romeo,19,16,16,0,16,9,8
2023,7,Barcelona,SAR,Williams,20,20,20,0,19,20,20
2023,8,Montréal,VER,Red Bull Racing,1,1,1,0,5,6,1
2023,8,Montréal,ALO,Aston Martin,2,2,3,0,3,4,3
2023,8,Montréal,HAM,Mercedes,3,3,4,0,0,1,10
2023,8,Montréal,LEC,Ferrari,4,10,11,0,0,5,2
2023,8,Montréal,SAI,Ferrari,5,11,8,0,0,3,5
2023,8,Montréal,PER,Red Bull Racing,6,12,12,0,4,8,17
2023,8,Montréal,ALB,Williams,7,9,10,0,0,17,14
2023,8,Montréal,OCO,Alpine,8,6,6,0,0,18,19
2023,8,Montréal,STR,Aston Martin,9,16,13,0,2,9,7
2023,8,Montréal,BOT,Alfa Romeo,10,14,15,0,1,7,9
2023,8,Montréal,PIA,McLaren,11,8,9,0,6,11,12
2023,8,Montréal,GAS,Alpine,12,15,17,0,0,10,6
2023,8,Montréal,NOR,McLaren,13,7,7,0,0,13,13
2023,8,Montréal,TSU,AlphaTauri,14,19,16,0,0,15,8
2023,8,Montréal,HUL,Haas F1 Team,15,5,2,0,0,20,11
2023,8,Montréal,ZHO,Alfa Romeo,16,20,20,0,0,14,18
2023,8,Montréal,MAG,Haas F1 Team,17,13,14,0,7,12,4
2023,8,Montréal,DEV,AlphaTauri,18,17,18,0,0,16,16
2023,8,Montréal,RUS,Mercedes,19,4,5,0,0,2,15
2023,8,Montréal,SAR,Williams,20,18,19,0,0,19,20
2023,9,Spielberg,VER,Red Bull Racing,1,1,1,1,1,0,0
2023,9,Spielberg,LEC,Ferrari,2,2,2,12,3,0,0
2023,9,Spielberg,PER,Red Bull Racing,3,15,15,2,5,0,0
2023,9,Spielberg,NOR,McLaren,4,4,4,9,20,0,0
2023,9,Spielberg,ALO,Aston Martin,5,7,7,5,8,0,0
2023,9,Spielberg,SAI,Ferrari,6,3,3,3,2,0,0
2023,9,Spielberg,RUS,Mercedes,7,11,11,8,9,0,0
2023,9,Spielberg,HAM,Mercedes,8,5,5,10,4,0,0
2023,9,Spielberg,STR,Aston Martin,9,6,6,4,6,0,0
2023,9,Spielberg,GAS,Alpine,10,9,9,15,19,0,0
2023,9,Spielberg,ALB,Williams,11,10,10,13,11,0,0
2023,9,Spielberg,ZHO,Alfa Romeo,12,17,17,19,10,0,0
2023,9,Spielberg,SAR,Williams,13,18,18,18,17,0,0
2023,9,Spielberg,OCO,Alpine,14,12,12,7,18,0,0
2023,9,Spielberg,BOT,Alfa Romeo,15,14,14,20,14,0,0
2023,9,Spielberg,PIA,McLaren,16,13,13,11,12,0,0
2023,9,Spielberg,DEV,AlphaTauri,17,20,20,17,16,0,0
2023,9,Spielberg,MAG,Haas F1 Team,18,19,19,14,7,0,0
2023,9,Spielberg,TSU,AlphaTauri,19,16,16,16,15,0,0
2023,9,Spielberg,HUL,Haas F1 Team,20,8,8,6,13,0,0
2023,10,Silverstone,VER,Red Bull Racing,1,1,1,0,1,1,8
2023,10,Silverstone,NOR,McLaren,2,2,2,0,8,14,12
2023,10,Silverstone,HAM,Mercedes,3,7,7,0,12,15,5
2023,10,Silverstone,PIA,McLaren,4,3,3,0,10,9,17
2023,10,Silverstone,RUS,Mercedes,5,6,6,0,14,12,9
2023,10,Silverstone,PER,Red Bull Racing,6,15,15,0,2,4,14
2023,10,Silverstone,ALO,Aston Martin,7,9,9,0,4,10,3
2023,10,Silverstone,ALB,Williams,8,8,8,0,3,3,2
2023,10,Silverstone,LEC,Ferrari,9,4,4,0,5,0,1
2023,10,Silverstone,SAI,Ferrari,10,5,5,0,7,2,6
2023,10,Silverstone,SAR,Williams,11,14,14,0,17,5,7
2023,10,Silverstone,BOT,Alfa Romeo,12,20,15,0,15,16,18
2023,10,Silverstone,HUL,Haas F1 Team,13,11,11,0,20,7,0
2023,10,Silverstone,STR,Aston Martin,14,12,12,0,9,6,13
2023,10,Silverstone,ZHO,Alfa Romeo,15,17,17,0,18,11,0
2023,10,Silverstone,TSU,AlphaTauri,16,16,16,0,16,18,10
2023,10,Silverstone,DEV,AlphaTauri,17,18,18,0,11,19,11
2023,10,Silverstone,GAS,Alpine,18,10,10,0,13,8,4
2023,10,Silverstone,MAG,Haas F1 Team,19,19,19,0,19,17,15
2023,10,Silverstone,OCO,Alpine,20,13,13,0,6,13,16
2023,11,Budapest,VER,Red Bull Racing,1,2,2,0,0,11,2
2023,11,Budapest,NOR,McLaren,2,3,3,0,0,2,5
2023,11,Budapest,PER,Red Bull Racing,3,9,9,0,0,18,3
2023,11,Budapest,HAM,Mercedes,4,1,1,0,0,16,1
2023,11,Budapest,PIA,McLaren,5,4,4,0,2,19,14
2023,11,Budapest,RUS,Mercedes,6,18,18,0,1,20,6
2023,11,Budapest,LEC,Ferrari,7,6,6,0,0,1,7
2023,11,Budapest,SAI,Ferrari,8,11,11,0,0,10,8
2023,11,Budapest,ALO,Aston Martin,9,8,8,0,0,8,9
2023,11,Budapest,STR,Aston Martin,10,14,14,0,0,12,11
2023,11,Budapest,ALB,Williams,11,16,16,0,0,13,13
2023,11,Budapest,BOT,Alfa Romeo,12,7,7,0,6,7,10
2023,11,Budapest,RIC,AlphaTauri,13,13,13,0,0,14,18
2023,11,Budapest,HUL,Haas F1 Team,14,10,10,0,0,6,4
2023,11,Budapest,TSU,AlphaTauri,15,17,17,0,0,4,20
2023,11,Budapest,ZHO,Alfa Romeo,16,5,5,0,0,9,12
2023,11,Budapest,MAG,Haas F1 Team,17,19,19,0,0,15,15
2023,11,Budapest,SAR,Williams,18,20,20,0,0,17,17
2023,11,Budapest,OCO,Alpine,19,12,12,0,0,5,19
2023,11,Budapest,GAS,Alpine,20,15,15,0,0,3,16
2023,12,Spa-Francorchamps,VER,Red Bull Racing,1,6,1,1,0,0,0
2023,12,Spa-Francorchamps,PER,Red Bull Racing,2,2,3,19,5,0,0
2023,12,Spa-Francorchamps,LEC,Ferrari,3,1,2,5,4,0,0
2023,12,Spa-Francorchamps,HAM,Mercedes,4,3,4,7,12,0,0
2023,12,Spa-Francorchamps,ALO,Aston Martin,5,9,9,20,11,0,0
2023,12,Spa-Francorchamps,RUS,Mercedes,6,8,8,8,13,0,0
2023,12,Spa-Francorchamps,NOR,McLaren,7,7,7,6,3,0,0
2023,12,Spa-Francorchamps,OCO,Alpine,8,14,15,9,0,0,0
2023,12,Spa-Francorchamps,STR,Aston Martin,9,10,10,11,0,0,0
2023,12,Spa-Francorchamps,TSU,AlphaTauri,10,11,11,18,7,0,0
2023,12,Spa-Francorchamps,GAS,Alpine,11,12,12,3,0,0,0
2023,12,Spa-Francorchamps,BOT,Alfa Romeo,12,13,14,13,0,0,0
2023,12,Spa-Francorchamps,ZHO,Alfa Romeo,13,17,17,15,0,0,0
2023,12,Spa-Francorchamps,ALB,Williams,14,15,16,12,6,0,0
2023,12,Spa-Francorchamps,MAG,Haas F1 Team,15,16,13,14,8,0,0
2023,12,Spa-Francorchamps,RIC,AlphaTauri,16,19,19,10,9,0,0
2023,12,Spa-Francorchamps,SAR,Williams,17,18,18,16,0,0,0
2023,12,Spa-Francorchamps,HUL,Haas F1 Team,18,20,20,17,10,0,0
2023,12,Spa-Francorchamps,SAI,Ferrari,19,4,5,4,1,0,0
2023,12,Spa-Francorchamps,PIA,McLaren,20,5,6,2,2,0,0
2023,13,Zandvoort,VER,Red Bull Racing,1,1,1,0,1,2,1
2023,13,Zandvoort,ALO,Aston Martin,2,5,5,0,2,10,4
2023,13,Zandvoort,GAS,Alpine,3,12,12,0,12,6,11
2023,13,Zandvoort,PER,Red Bull Racing,4,7,7,0,4,7,3
2023,13,Zandvoort,SAI,Ferrari,5,6,6,0,0,16,12
2023,13,Zandvoort,HAM,Mercedes,6,13,13,0,3,4,5
2023,13,Zandvoort,NOR,McLaren,7,2,2,0,6,1,10
2023,13,Zandvoort,ALB,Williams,8,4,4,0,5,3,6
2023,13,Zandvoort,PIA,McLaren,9,8,8,0,8,19,7
2023,13,Zandvoort,OCO,Alpine,10,16,17,0,10,13,16
2023,13,Zandvoort,STR,Aston Martin,11,11,11,0,0,8,17
2023,13,Zandvoort,HUL,Haas F1 Team,12,14,15,0,18,18,15
2023,13,Zandvoort,LAW,AlphaTauri,13,19,20,0,0,0,18
2023,13,Zandvoort,BOT,Alfa Romeo,14,18,19,0,15,9,8
2023,13,Zandvoort,TSU,AlphaTauri,15,17,14,0,9,5,13
2023,13,Zandvoort,MAG,Haas F1 Team,16,0,18,0,14,17,0
2023,13,Zandvoort,RUS,Mercedes,17,3,3,0,11,14,2
2023,13,Zandvoort,ZHO,Alfa Romeo,18,15,16,0,17,15,0
2023,13,Zandvoort,LEC,Ferrari,19,9,9,0,16,11,9
2023,13,Zandvoort,SAR,Williams,20,10,10,0,7,12,14
2023,14,Monza,VER,Red Bull Racing,1,2,2,0,1,5,2
2023,14,Monza,PER,Red Bull Racing,2,5,5,0,3,3,10
2023,14,Monza,SAI,Ferrari,3,1,1,0,2,1,1
2023,14,Monza,LEC,Ferrari,4,3,3,0,4,6,4
2023,14,Monza,RUS,Mercedes,5,4,4,0,5,9,6
2023,14,Monza,HAM,Mercedes,6,8,8,0,8,17,3
2023,14,Monza,ALB,Williams,7,6,6,0,10,7,9
2023,14,Monza,NOR,McLaren,8,9,9,0,7,2,17
2023,14,Monza,ALO,Aston Martin,9,10,10,0,6,8,5
2023,14,Monza,BOT,Alfa Romeo,10,14,14,0,15,12,16
2023,14,Monza,LAW,AlphaTauri,11,12,12,0,13,18,12
2023,14,Monza,PIA,McLaren,12,7,7,0,11,4,14
2023,14,Monza,SAR,Williams,13,15,15,0,12,16,15
2023,14,Monza,ZHO,Alfa Romeo,14,16,16,0,20,19,19
2023,14,Monza,GAS,Alpine,15,17,17,0,14,13,20
2023,14,Monza,STR,Aston Martin,16,20,20,0,0,0,11
2023,14,Monza,HUL,Haas F1 Team,17,13,13,0,16,10,8
2023,14,Monza,MAG,Haas F1 Team,18,19,19,0,19,11,7
2023,14,Monza,OCO,Alpine,19,18,18,0,17,15,18
2023,14,Monza,TSU,AlphaTauri,20,11,11,0,9,14,13
2023,15,Marina Bay,SAI,Ferrari,1,1,1,0,2,1,1
2023,15,Marina Bay,NOR,McLaren,2,4,4,0,4,6,3
2023,15,Marina Bay,HAM,Mercedes,3,5,5,0,5,5,6
2023,15,Marina Bay,LEC,Ferrari,4,3,3,0,1,2,5
2023,15,Marina Bay,VER,Red Bull Racing,5,11,11,0,3,8,4
2023,15,Marina Bay,GAS,Alpine,6,12,12,0,12,18,15
2023,15,Marina Bay,PIA,McLaren,7,17,17,0,19,15,7
2023,15,Marina Bay,PER,Red Bull Racing,8,13,13,0,7,7,8
2023,15,Marina Bay,LAW,AlphaTauri,9,10,10,0,16,12,16
2023,15,Marina Bay,MAG,Haas F1 Team,10,6,6,0,15,9,11
2023,15,Marina Bay,ALB,Williams,11,14,14,0,13,20,17
2023,15,Marina Bay,ZHO,Alfa Romeo,12,19,19,0,18,17,19
2023,15,Marina Bay,HUL,Haas F1 Team,13,9,9,0,17,11,9
2023,15,Marina Bay,SAR,Williams,14,18,18,0,20,19,20
2023,15,Marina Bay,ALO,Aston Martin,15,7,7,0,8,4,13
2023,15,Marina Bay,RUS,Mercedes,16,2,2,0,6,3,2
2023,15,Marina Bay,BOT,Alfa Romeo,17,16,16,0,14,10,18
2023,15,Marina Bay,OCO,Alpine,18,8,8,0,10,13,12
2023,15,Marina Bay,TSU,AlphaTauri,19,15,15,0,9,16,10
2023,15,Marina Bay,STR,Aston Martin,20,0,20,0,11,14,14
2023,16,Suzuka,VER,Red Bull Racing,1,1,1,0,1,1,1
2023,16,Suzuka,NOR,McLaren,2,3,3,0,3,3,2
2023,16,Suzuka,PIA,McLaren,3,2,2,0,7,8,3
2023,16,Suzuka,LEC,Ferrari,4,4,4,0,4,2,5
2023,16,Suzuka,HAM,Mercedes,5,7,7,0,16,14,7
2023,16,Suzuka,SAI,Ferrari,6,6,6,0,2,4,6
2023,16,Suzuka,RUS,Mercedes,7,8,8,0,13,5,8
2023,16,Suzuka,ALO,Aston Martin,8,10,10,0,6,6,9
2023,16,Suzuka,OCO,Alpine,9,14,14,0,15,12,13
2023,16,Suzuka,GAS,Alpine,10,12,12,0,12,19,20
2023,16,Suzuka,LAW,AlphaTauri,11,11,11,0,9,15,17
2023,16,Suzuka,TSU,AlphaTauri,12,9,9,0,5,18,14
2023,16,Suzuka,ZHO,Alfa Romeo,13,19,19,0,20,16,10
2023,16,Suzuka,HUL,Haas F1 Team,14,18,18,0,14,13,15
2023,16,Suzuka,MAG,Haas F1 Team,15,15,15,0,18,17,12
2023,16,Suzuka,ALB,Williams,16,13,13,0,8,7,18
2023,16,Suzuka,SAR,Williams,17,20,20,0,19,20,16
2023,16,Suzuka,STR,Aston Martin,18,17,17,0,10,11,19
2023,16,Suzuka,PER,Red Bull Racing,19,5,5,0,11,9,4
2023,16,Suzuka,BOT,Alfa Romeo,20,16,16,0,17,10,11
2023,17,Lusail,VER,Red Bull Racing,1,1,1,2,1,0,0
2023,17,Lusail,PIA,McLaren,2,6,6,1,9,0,0
2023,17,Lusail,NOR,McLaren,3,10,10,3,10,0,0
2023,17,Lusail,RUS,Mercedes,4,2,2,4,8,0,0
2023,17,Lusail,LEC,Ferrari,5,5,5,12,3,0,0
2023,17,Lusail,ALO,Aston Martin,6,4,4,8,4,0,0
2023,17,Lusail,OCO,Alpine,7,8,8,17,15,0,0
2023,17,Lusail,BOT,Alfa Romeo,8,9,9,10,17,0,0
2023,17,Lusail,ZHO,Alfa Romeo,9,19,20,15,18,0,0
2023,17,Lusail,PER,Red Bull Racing,10,20,13,18,5,0,0
2023,17,Lusail,STR,Aston Martin,11,16,17,13,14,0,0
2023,17,Lusail,GAS,Alpine,12,7,7,9,16,0,0
2023,17,Lusail,ALB,Williams,13,13,14,7,12,0,0
2023,17,Lusail,MAG,Haas F1 Team,14,18,19,14,20,0,0
2023,17,Lusail,TSU,AlphaTauri,15,11,11,11,6,0,0
2023,17,Lusail,HUL,Haas F1 Team,16,14,15,16,7,0,0
2023,17,Lusail,LAW,AlphaTauri,17,17,18,20,19,0,0
2023,17,Lusail,SAR,Williams,18,15,16,19,11,0,0
2023,17,Lusail,HAM,Mercedes,19,3,3,5,13,0,0
2023,17,Lusail,SAI,Ferrari,20,12,12,6,2,0,0
2023,18,Austin,VER,Red Bull Racing,1,6,6,1,1,0,0
2023,18,Austin,NOR,McLaren,2,2,2,4,15,0,0
2023,18,Austin,SAI,Ferrari,3,4,4,6,8,0,0
2023,18,Austin,PER,Red Bull Racing,4,9,9,5,4,0,0
2023,18,Austin,RUS,Mercedes,5,5,5,8,6,0,0
2023,18,Austin,GAS,Alpine,6,7,7,7,10,0,0
2023,18,Austin,STR,Aston Martin,7,20,19,20,20,0,0
2023,18,Austin,TSU,AlphaTauri,8,11,11,14,13,0,0
2023,18,Austin,ALB,Williams,9,15,18,9,7,0,0
2023,18,Austin,SAR,Williams,10,16,20,19,11,0,0
2023,18,Austin,HUL,Haas F1 Team,11,18,16,15,9,0,0
2023,18,Austin,BOT,Alfa Romeo,12,13,13,16,17,0,0
2023,18,Austin,ZHO,Alfa Romeo,13,12,12,17,16,0,0
2023,18,Austin,MAG,Haas F1 Team,14,17,14,18,5,0,0
2023,18,Austin,RIC,AlphaTauri,15,14,15,12,14,0,0
2023,18,Austin,ALO,Aston Martin,16,19,17,13,18,0,0
2023,18,Austin,PIA,McLaren,17,10,10,10,19,0,0
2023,18,Austin,OCO,Alpine,18,8,8,11,12,0,0
2023,18,Austin,HAM,Mercedes,19,3,3,2,3,0,0
2023,18,Austin,LEC,Ferrari,20,1,1,3,2,0,0
2023,19,Mexico City,VER,Red Bull Racing,1,3,3,0,1,1,1
2023,19,Mexico City,HAM,Mercedes,2,6,6,0,11,7,10
2023,19,Mexico City,LEC,Ferrari,3,1,1,0,5,3,13
2023,19,Mexico City,SAI,Ferrari,4,2,2,0,7,11,15
2023,19,Mexico City,NOR,McLaren,5,17,19,0,4,2,8
2023,19,Mexico City,RUS,Mercedes,6,8,8,0,0,10,4
2023,19,Mexico City,RIC,AlphaTauri,7,4,4,0,8,6,9
2023,19,Mexico City,PIA,McLaren,8,7,7,0,6,9,5
2023,19,Mexico City,ALB,Williams,9,14,14,0,2,14,2
2023,19,Mexico City,OCO,Alpine,10,15,16,0,9,8,20
2023,19,Mexico City,GAS,Alpine,11,11,11,0,0,16,18
2023,19,Mexico City,TSU,AlphaTauri,12,18,15,0,0,12,7
2023,19,Mexico City,HUL,Haas F1 Team,13,12,12,0,12,15,16
2023,19,Mexico City,ZHO,Alfa Romeo,14,10,10,0,13,13,12
2023,19,Mexico City,BOT,Alfa Romeo,15,9,9,0,0,4,6
2023,19,Mexico City,SAR,Williams,16,19,20,0,14,17,11
2023,19,Mexico City,STR,Aston Martin,17,0,18,0,10,18,14
2023,19,Mexico City,ALO,Aston Martin,18,13,13,0,16,20,17
2023,19,Mexico City,MAG,Haas F1 Team,19,16,17,0,0,19,19
2023,19,Mexico City,PER,Red Bull Racing,20,5,5,0,3,5,3
2023,20,São Paulo,VER,Red Bull Racing,1,1,1,1,16,0,0
2023,20,São Paulo,NOR,McLaren,2,6,7,2,19,0,0
2023,20,São Paulo,ALO,Aston Martin,3,4,4,11,11,0,0
2023,20,São Paulo,PER,Red Bull Racing,4,9,9,3,18,0,0
2023,20,São Paulo,STR,Aston Martin,5,3,3,12,6,0,0
2023,20,São Paulo,SAI,Ferrari,6,7,8,8,1,0,0
2023,20,São Paulo,GAS,Alpine,7,15,13,13,7,0,0
2023,20,São Paulo,HAM,Mercedes,8,5,5,7,12,0,0
2023,20,São Paulo,TSU,AlphaTauri,9,16,16,6,13,0,0
2023,20,São Paulo,OCO,Alpine,10,14,12,14,15,0,0
2023,20,São Paulo,SAR,Williams,11,19,19,20,9,0,0
2023,20,São Paulo,HUL,Haas F1 Team,12,11,11,18,4,0,0
