Year,Round,Place,Driver,Team,Result,Start_Position,Q,Sprint,P1,P2,P3,Is_accident,Is_finished,Is_dsq,Is_mechanical,P1_missing,P2_missing,P3_missing,FastestLap,Engine,CircleLength,Quantity_of_circles,Quantity_of_drs,Quantity_of_turns,Tire_wear,Speed_of_turns,Downforce,Brake_load,Streets_or_not,Speed_of_track,PitStop_losing_time,Age,Average_pit_stop,AirTemp,TrackTemp,Humidity,Rainfall,WindSpeed,Pressure,Result_last_year,Salary,Team_financial_power,Regulation_Impact,Factorys_or_not,Strengh_of_first_partners,Driver_nationalitie,Points_before_race,Championship_position_before,teammate_points,points_ratio,points_ratio_log,avg_points_ratio,avg_last_3,avg_season
2025,1,Melbourne,SAI,Williams,50.0,10,10,0,2.0,11.0,6.0,1.0,0,0.0,0.0,0,0,0,0,Mercedes,5.278,58,3,14,2,2,2,2,1,2,19.0,31,4.49,15.7,18.942134831460677,76.0,True,3.5,1010.0,1.0,10.0,1,0.0,0,9.0,ESP,0.0,,10.0,0.0,0.0,1.0,1.0,1.0
2025,1,Melbourne,STR,Aston Martin,6.0,13,13,0,10.0,9.0,14.0,0.0,1,0.0,0.0,0,0,0,0,Mercedes,5.278,58,3,14,2,2,2,2,1,2,19.0,27,3.4,15.7,18.942134831460677,76.0,True,3.5,1010.0,6.0,12.0,2,0.0,1,,CAN,0.0,,0.0,8000000.0,15.894952224644102,1.0,6.0,6.0
2025,1,Melbourne,TSU,Racing Bulls,12.0,5,5,0,11.0,4.0,9.0,0.0,1,0.0,0.0,0,0,0,0,Honda,5.278,58,3,14,2,2,2,2,1,2,19.0,25,3.06,15.7,18.942134831460677,76.0,True,3.5,1010.0,7.0,2.0,2,0.0,0,5.0,JPN,0.0,,0.0,1.0,0.6931471805599453,1.0,7.0,7.0
2025,1,Melbourne,VER,Red Bull Racing,2.0,3,3,0,5.0,7.0,3.0,0.0,1,0.0,0.0,0,0,0,0,Honda,5.278,58,3,14,2,2,2,2,1,2,19.0,28,2.93,15.7,18.942134831460677,76.0,True,3.5,1010.0,48.45,65.0,3,0.0,0,,NED,0.0,,0.0,18000000.0,16.705882371415992,1.0,20.0,20.0
2025,2,Shanghai,ALB,Williams,7.0,10,10,11,7.0,,,0.0,1,0.0,0.0,0,1,1,0,Mercedes,5.451,56,2,16,2,2,2,2,0,2,21.0,29,4.49,27.3,35.81688311688312,18.0,False,2.2,1010.2,12.0,6.0,1,0.0,0,7.0,THA,10.0,5.0,1.0,5.999994000006001,1.9459092919129461,10000000.0,8.5,8.5
2025,2,Shanghai,ALO,Aston Martin,47.86,13,13,10,8.0,,,0.0,0,0.0,1.0,0,1,1,0,Mercedes,5.451,56,2,16,2,2,2,2,0,2,21.0,44,3.4,27.3,35.81688311688312,18.0,False,2.2,1010.2,7.0,24.0,2,0.0,1,8.0,ESP,0.0,11.0,2.0,0.0,0.0,0.0,17.985,17.985
2025,2,Shanghai,ANT,Mercedes,6.0,8,8,7,9.0,,,0.0,1,0.0,0.0,0,1,1,0,Mercedes,5.451,56,2,16,2,2,2,2,0,2,21.0,19,2.79,27.3,35.81688311688312,18.0,False,2.2,1010.2,,5.0,3,0.0,1,6.0,ITA,12.0,4.0,20.0,0.4999999750000012,0.4054650914414984,0.7999999466666703,4.0,4.0
2025,2,Shanghai,BEA,Haas F1 Team,8.0,17,17,15,11.0,,,0.0,1,0.0,0.0,0,1,1,0,Ferrari,5.451,56,2,16,2,2,2,2,0,2,21.0,20,4.81,27.3,35.81688311688312,18.0,False,2.2,1010.2,,1.0,1,0.0,0,5.0,GBR,0.0,11.0,10.0,0.39999996000000404,0.33647220804978684,1.0,14.0,14.0
2025,2,Shanghai,BOR,Sauber,14.0,19,19,18,19.0,,,0.0,1,0.0,0.0,0,1,1,0,Ferrari,5.451,56,2,16,2,2,2,2,0,2,21.0,21,3.46,27.3,35.81688311688312,18.0,False,2.2,1010.2,,,1,0.0,0,5.0,BRA,0.0,11.0,0.0,1.0,0.6931471805599453,0.0,22.24,22.24
2025,2,Shanghai,DOO,Alpine,13.0,18,18,20,20.0,,,0.0,1,0.0,0.0,0,1,1,0,Renault,5.451,56,2,16,2,2,2,2,0,2,21.0,22,2.95,27.3,35.81688311688312,18.0,False,2.2,1010.2,,0.75,2,0.0,1,3.0,AUS,0.0,11.0,0.0,1.0,0.6931471805599453,1.0,50.0,50.0
2025,2,Shanghai,GAS,Alpine,50.0,16,16,12,14.0,,,0.0,0,1.0,0.0,0,1,1,0,Renault,5.451,56,2,16,2,2,2,2,0,2,21.0,29,2.95,27.3,35.81688311688312,18.0,False,2.2,1010.2,13.0,8.0,2,0.0,1,6.0,FRA,0.0,11.0,0.0,1.0,0.6931471805599453,1.0,12.0,12.0
2025,2,Shanghai,HAD,Racing Bulls,11.0,7,7,13,17.0,,,0.0,1,0.0,0.0,0,1,1,0,Honda,5.451,56,2,16,2,2,2,2,0,2,21.0,21,3.06,27.3,35.81688311688312,18.0,False,2.2,1010.2,,,2,0.0,0,2.0,FRA,0.0,11.0,3.0,0.0,0.0,1.0,50.0,50.0
2025,2,Shanghai,HAM,Ferrari,50.0,5,5,1,4.0,,,0.0,0,1.0,0.0,0,1,1,0,Ferrari,5.451,56,2,16,2,2,2,2,0,2,21.0,40,2.45,27.3,35.81688311688312,18.0,False,2.2,1010.2,9.0,70.0,3,0.0,1,10.0,GBR,1.0,10.0,4.0,1.999999500000125,1.0986121220014708,0.24999993750001562,9.5,9.5
2025,2,Shanghai,HUL,Sauber,15.0,12,12,19,6.0,,,0.0,1,0.0,0.0,0,1,1,0,Ferrari,5.451,56,2,16,2,2,2,2,0,2,21.0,38,3.46,27.3,35.81688311688312,18.0,False,2.2,1010.2,10.0,4.0,1,0.0,0,6.0,GER,6.0,7.0,0.0,1.0,0.6931471805599453,6000000.0,8.5,8.5
2025,2,Shanghai,LAW,Red Bull Racing,12.0,20,20,14,18.0,,,0.0,1,0.0,0.0,0,1,1,0,Honda,5.451,56,2,16,2,2,2,2,0,2,21.0,23,2.93,27.3,35.81688311688312,18.0,False,2.2,1010.2,,1.0,3,0.0,0,4.0,NZL,0.0,11.0,18.0,0.0,0.0,0.0,22.07,22.07
2025,2,Shanghai,LEC,Ferrari,50.0,6,6,5,2.0,,,0.0,0,1.0,0.0,0,1,1,0,Ferrari,5.451,56,2,16,2,2,2,2,0,2,21.0,28,2.45,27.3,35.81688311688312,18.0,False,2.2,1010.2,4.0,30.0,3,0.0,1,8.0,MON,4.0,8.0,8.0,0.4999999375000079,0.4054650664415021,3.9999960000040002,6.0,6.0
2025,2,Shanghai,NOR,McLaren,2.0,3,3,8,1.0,,,0.0,1,0.0,0.0,0,1,1,1,Mercedes,5.451,56,2,16,2,2,2,2,0,2,21.0,26,3.0,27.3,35.81688311688312,18.0,False,2.2,1010.2,2.0,18.0,2,0.0,0,6.0,GBR,25.0,1.0,32.0,0.5937499814453131,0.46608971828244267,12.499993750003124,1.5,1.5
2025,2,Shanghai,OCO,Haas F1 Team,5.0,11,11,16,13.0,,,0.0,1,0.0,0.0,0,1,1,0,Ferrari,5.451,56,2,16,2,2,2,2,0,2,21.0,29,4.81,27.3,35.81688311688312,18.0,False,2.2,1010.2,11.0,8.0,1,0.0,0,7.0,FRA,0.0,11.0,4.0,2.499999375000156,1.2527627899239682,1.0,12.0,12.0
2025,2,Shanghai,PIA,McLaren,1.0,1,1,2,3.0,,,0.0,1,0.0,0.0,0,1,1,0,Mercedes,5.451,56,2,16,2,2,2,2,0,2,21.0,24,3.0,27.3,35.81688311688312,18.0,False,2.2,1010.2,8.0,10.0,2,0.0,0,7.0,AUS,2.0,9.0,19.0,1.6842104376731348,0.9873866205341506,0.07999999680000013,8.5,8.5
2025,2,Shanghai,RUS,Mercedes,3.0,2,2,4,5.0,,,0.0,1,0.0,0.0,0,1,1,0,Mercedes,5.451,56,2,16,2,2,2,2,0,2,21.0,27,2.79,27.3,35.81688311688312,18.0,False,2.2,1010.2,6.0,15.0,3,0.0,1,8.0,GBR,15.0,3.0,10.0,1.99999980000002,1.0986122220014476,1.249999895833342,4.5,4.5
2025,2,Shanghai,SAI,Williams,10.0,15,15,17,15.0,,,0.0,1,0.0,0.0,0,1,1,0,Mercedes,5.451,56,2,16,2,2,2,2,0,2,21.0,31,4.49,27.3,35.81688311688312,18.0,False,2.2,1010.2,5.0,10.0,1,0.0,0,9.0,ESP,0.0,11.0,6.0,0.16666663888889352,0.15415065601773817,0.0,27.5,27.5
2025,2,Shanghai,STR,Aston Martin,9.0,14,14,9,12.0,,,0.0,1,0.0,0.0,0,1,1,0,Mercedes,5.451,56,2,16,2,2,2,2,0,2,21.0,27,3.4,27.3,35.81688311688312,18.0,False,2.2,1010.2,15.0,12.0,2,0.0,1,,CAN,8.0,6.0,0.0,2000000.0,14.508658238524095,8000000.0,10.5,10.5
2025,2,Shanghai,TSU,Racing Bulls,16.0,9,9,6,10.0,,,0.0,1,0.0,0.0,0,1,1,0,Honda,5.451,56,2,16,2,2,2,2,0,2,21.0,25,3.06,27.3,35.81688311688312,18.0,False,2.2,1010.2,30.71,2.0,2,0.0,0,5.0,JPN,0.0,11.0,0.0,3000000.0,14.914123179965662,1.0,16.0,16.0
2025,2,Shanghai,VER,Red Bull Racing,4.0,4,4,3,16.0,,,0.0,1,0.0,0.0,0,1,1,0,Honda,5.451,56,2,16,2,2,2,2,0,2,21.0,28,2.93,27.3,35.81688311688312,18.0,False,2.2,1010.2,1.0,65.0,3,0.0,0,,NED,18.0,2.0,0.0,18000000.0,16.705882371415992,18000000.0,1.5,1.5
2025,3,Suzuka,ALB,Williams,9.0,9,9,0,11.0,11.0,7.0,0.0,1,0.0,0.0,0,0,0,0,Mercedes,5.807,53,1,18,3,3,3,1,0,3,23.0,29,4.49,14.4,20.51428571428572,77.0,False,1.2,1009.2,50.0,6.0,1,0.0,0,7.0,THA,16.0,6.0,0.0,2000000.0,14.508658238524095,5000002.999997,10.666666666666666,10.666666666666666
2025,3,Suzuka,ALO,Aston Martin,11.0,12,13,0,7.0,17.0,15.0,0.0,1,0.0,0.0,0,0,0,0,Mercedes,5.807,53,1,18,3,3,3,1,0,3,23.0,44,3.4,14.4,20.51428571428572,77.0,False,1.2,1009.2,6.0,24.0,2,0.0,1,8.0,ESP,0.0,15.0,0.0,1.0,0.6931471805599453,0.0,27.61,27.61
2025,3,Suzuka,ANT,Mercedes,6.0,6,6,0,9.0,16.0,13.0,0.0,1,0.0,0.0,0,0,0,1,Mercedes,5.807,53,1,18,3,3,3,1,0,3,23.0,19,2.79,14.4,20.51428571428572,77.0,False,1.2,1009.2,,5.0,3,0.0,1,6.0,ITA,22.0,5.0,10.0,0.7999999200000081,0.587786620457678,0.6499999608333358,5.0,5.0
2025,3,Suzuka,BEA,Haas F1 Team,10.0,10,10,0,18.0,15.0,16.0,0.0,1,0.0,0.0,0,0,0,0,Ferrari,5.807,53,1,18,3,3,3,1,0,3,23.0,20,4.81,14.4,20.51428571428572,77.0,False,1.2,1009.2,,1.0,1,0.0,0,5.0,GBR,4.0,12.0,0.0,1000000.0,13.815511557963774,0.6999999800000021,11.0,11.0
2025,3,Suzuka,BOR,Sauber,19.0,17,17,0,20.0,13.0,17.0,0.0,1,0.0,0.0,0,0,0,0,Ferrari,5.807,53,1,18,3,3,3,1,0,3,23.0,21,3.46,14.4,20.51428571428572,77.0,False,1.2,1009.2,,,1,0.0,0,5.0,BRA,0.0,15.0,0.0,1.0,0.6931471805599453,0.5,18.119999999999997,18.119999999999997
2025,3,Suzuka,DOO,Alpine,15.0,19,19,0,,20.0,14.0,0.0,1,0.0,0.0,1,0,0,0,Renault,5.807,53,1,18,3,3,3,1,0,3,23.0,22,2.95,14.4,20.51428571428572,77.0,False,1.2,1009.2,,0.75,2,0.0,1,3.0,AUS,0.0,15.0,0.0,1.0,0.6931471805599453,1.0,31.5,31.5
2025,3,Suzuka,GAS,Alpine,13.0,11,11,0,14.0,9.0,8.0,0.0,1,0.0,0.0,0,0,0,0,Renault,5.807,53,1,18,3,3,3,1,0,3,23.0,29,2.95,14.4,20.51428571428572,77.0,False,1.2,1009.2,16.0,8.0,2,0.0,1,6.0,FRA,0.0,15.0,0.0,1.0,0.6931471805599453,1.0,25.666666666666668,25.666666666666668
2025,3,Suzuka,HAD,Racing Bulls,8.0,7,7,0,8.0,3.0,10.0,0.0,1,0.0,0.0,0,0,0,0,Honda,5.807,53,1,18,3,3,3,1,0,3,23.0,21,3.06,14.4,20.51428571428572,77.0,False,1.2,1009.2,,,2,0.0,0,2.0,FRA,0.0,15.0,0.0,4000000.0,15.201805169084134,0.5,30.5,30.5
2025,3,Suzuka,HAM,Ferrari,7.0,8,8,0,4.0,4.0,6.0,0.0,1,0.0,0.0,0,0,0,0,Ferrari,5.807,53,1,18,3,3,3,1,0,3,23.0,40,2.45,14.4,20.51428571428572,77.0,False,1.2,1009.2,9.0,70.0,3,0.0,1,10.0,GBR,9.0,9.0,12.0,0.4999999583333368,0.4054650803303885,1.1249997187500702,23.0,23.0
2025,3,Suzuka,HUL,Sauber,16.0,16,16,0,17.0,12.0,20.0,0.0,1,0.0,0.0,0,0,0,0,Ferrari,5.807,53,1,18,3,3,3,1,0,3,23.0,38,3.46,14.4,20.51428571428572,77.0,False,1.2,1009.2,11.0,4.0,1,0.0,0,6.0,GER,6.0,11.0,0.0,1.0,0.6931471805599453,3000000.5,11.0,11.0
2025,3,Suzuka,LAW,Racing Bulls,17.0,13,14,0,13.0,5.0,12.0,0.0,1,0.0,0.0,0,0,0,0,Honda,5.807,53,1,18,3,3,3,1,0,3,23.0,23,3.06,14.4,20.51428571428572,77.0,False,1.2,1009.2,,1.0,2,0.0,0,4.0,NZL,0.0,15.0,4.0,0.0,0.0,0.0,17.035,17.035
2025,3,Suzuka,LEC,Ferrari,4.0,4,4,0,3.0,7.0,4.0,0.0,1,0.0,0.0,0,0,0,0,Ferrari,5.807,53,1,18,3,3,3,1,0,3,23.0,28,2.45,14.4,20.51428571428572,77.0,False,1.2,1009.2,4.0,30.0,3,0.0,1,8.0,MON,8.0,10.0,6.0,1.9999996666667221,1.098612177557011,2.249997968752004,20.666666666666668,20.666666666666668
2025,3,Suzuka,NOR,McLaren,2.0,2,2,0,1.0,2.0,1.0,0.0,1,0.0,0.0,0,0,0,0,Mercedes,5.807,53,1,18,3,3,3,1,0,3,23.0,26,3.0,14.4,20.51428571428572,77.0,False,1.2,1009.2,5.0,18.0,2,0.0,0,6.0,GBR,44.0,1.0,15.0,1.1999999200000053,0.7884573240006356,6.546871865724219,2.6666666666666665,2.6666666666666665
2025,3,Suzuka,OCO,Haas F1 Team,18.0,18,18,0,19.0,14.0,18.0,0.0,1,0.0,0.0,0,0,0,0,Ferrari,5.807,53,1,18,3,3,3,1,0,3,23.0,29,4.81,14.4,20.51428571428572,77.0,False,1.2,1009.2,15.0,8.0,1,0.0,0,7.0,FRA,10.0,7.0,1.0,0.0,0.0,1.749999687500078,11.0,11.0
2025,3,Suzuka,PIA,McLaren,3.0,3,3,0,15.0,1.0,2.0,0.0,1,0.0,0.0,0,0,0,0,Mercedes,5.807,53,1,18,3,3,3,1,0,3,23.0,24,3.0,14.4,20.51428571428572,77.0,False,1.2,1009.2,8.0,10.0,2,0.0,0,7.0,AUS,34.0,4.0,18.0,0.8333332870370396,0.6061357783177913,0.8821052172365674,6.0,6.0
2025,3,Suzuka,RUS,Mercedes,5.0,5,5,0,2.0,6.0,3.0,0.0,1,0.0,0.0,0,0,0,0,Mercedes,5.807,53,1,18,3,3,3,1,0,3,23.0,27,2.79,14.4,20.51428571428572,77.0,False,1.2,1009.2,7.0,15.0,3,0.0,1,8.0,GBR,35.0,3.0,8.0,1.2499998437500197,0.8109301467718907,1.6249998479166812,4.333333333333333,4.333333333333333
2025,3,Suzuka,SAI,Williams,14.0,15,12,0,10.0,10.0,11.0,0.0,1,0.0,0.0,0,0,0,0,Mercedes,5.807,53,1,18,3,3,3,1,0,3,23.0,31,4.49,14.4,20.51428571428572,77.0,False,1.2,1009.2,3.0,10.0,1,0.0,0,9.0,ESP,1.0,14.0,2.0,0.0,0.0,0.08333331944444676,21.0,21.0
2025,3,Suzuka,STR,Aston Martin,20.0,20,20,0,16.0,19.0,19.0,0.0,1,0.0,0.0,0,0,0,0,Mercedes,5.807,53,1,18,3,3,3,1,0,3,23.0,27,3.4,14.4,20.51428571428572,77.0,False,1.2,1009.2,12.0,12.0,2,0.0,1,,CAN,10.0,7.0,0.0,1.0,0.6931471805599453,5000000.0,9.0,9.0
2025,3,Suzuka,TSU,Red Bull Racing,12.0,14,15,0,6.0,18.0,9.0,0.0,1,0.0,0.0,0,0,0,0,Honda,5.807,53,1,18,3,3,3,1,0,3,23.0,25,2.93,14.4,20.51428571428572,77.0,False,1.2,1009.2,10.0,2.0,3,0.0,0,5.0,JPN,3.0,13.0,25.0,0.0,0.0,1500000.5,12.666666666666666,12.666666666666666
2025,3,Suzuka,VER,Red Bull Racing,1.0,1,1,0,5.0,8.0,5.0,0.0,1,0.0,0.0,0,0,0,0,Honda,5.807,53,1,18,3,3,3,1,0,3,23.0,28,2.93,14.4,20.51428571428572,77.0,False,1.2,1009.2,1.0,65.0,3,0.0,0,,NED,36.0,2.0,0.0,25000000.0,17.034386422832473,18000000.0,2.3333333333333335,2.3333333333333335
2025,4,Sakhir,ALB,Williams,12.0,15,15,0,4.0,11.0,15.0,0.0,1,0.0,0.0,0,0,0,0,Mercedes,5.412,57,3,15,3,2,2,3,0,2,20.0,29,4.49,26.9,31.870253164556964,46.0,False,2.05,1008.1,15.0,6.0,1,0.0,0,7.0,THA,18.0,7.0,0.0,1.0,0.6931471805599453,4000001.999998,7.0,7.0
2025,4,Sakhir,ALO,Aston Martin,15.0,13,13,0,,15.0,14.0,0.0,1,0.0,0.0,1,0,0,0,Mercedes,5.412,57,3,15,3,2,2,3,0,2,20.0,44,3.4,26.9,31.870253164556964,46.0,False,2.05,1008.1,9.0,24.0,2,0.0,1,8.0,ESP,0.0,16.0,0.0,1.0,0.6931471805599453,0.3333333333333333,29.276666666666667,29.276666666666667
2025,4,Sakhir,ANT,Mercedes,11.0,5,4,0,20.0,5.0,5.0,0.0,1,0.0,0.0,0,0,0,0,Mercedes,5.412,57,3,15,3,2,2,3,0,2,20.0,19,2.79,26.9,31.870253164556964,46.0,False,2.05,1008.1,,5.0,3,0.0,1,6.0,ITA,30.0,5.0,18.0,0.0,0.0,0.6999999472222266,5.333333333333333,5.333333333333333
2025,4,Sakhir,BEA,Haas F1 Team,10.0,20,20,0,,9.0,16.0,0.0,1,0.0,0.0,1,0,0,0,Ferrari,5.412,57,3,15,3,2,2,3,0,2,20.0,20,4.81,26.9,31.870253164556964,46.0,False,2.05,1008.1,,1.0,1,0.0,0,5.0,GBR,5.0,12.0,4.0,0.24999993750001562,0.223143501314221,333333.79999998666,10.666666666666666,10.666666666666666
2025,4,Sakhir,BOR,Sauber,18.0,18,18,0,11.0,13.0,18.0,0.0,1,0.0,0.0,0,0,0,0,Ferrari,5.412,57,3,15,3,2,2,3,0,2,20.0,21,3.46,26.9,31.870253164556964,46.0,False,2.05,1008.1,,,1,0.0,0,5.0,BRA,0.0,16.0,0.0,1.0,0.6931471805599453,0.6666666666666666,18.41333333333333,18.41333333333333
2025,4,Sakhir,DOO,Alpine,14.0,11,11,0,7.0,14.0,12.0,0.0,1,0.0,0.0,0,0,0,0,Renault,5.412,57,3,15,3,2,2,3,0,2,20.0,22,2.95,26.9,31.870253164556964,46.0,False,2.05,1008.1,,0.75,2,0.0,1,3.0,AUS,0.0,16.0,6.0,0.0,0.0,1.0,26.0,26.0
2025,4,Sakhir,GAS,Alpine,7.0,4,5,0,2.0,17.0,6.0,0.0,1,0.0,0.0,0,0,0,0,Renault,5.412,57,3,15,3,2,2,3,0,2,20.0,29,2.95,26.9,31.870253164556964,46.0,False,2.05,1008.1,18.0,8.0,2,0.0,1,6.0,FRA,0.0,16.0,0.0,6000000.0,15.607270193858982,1.0,24.666666666666668,24.666666666666668
2025,4,Sakhir,HAD,Racing Bulls,13.0,12,12,0,12.0,6.0,7.0,0.0,1,0.0,0.0,0,0,0,0,Honda,5.412,57,3,15,3,2,2,3,0,2,20.0,21,3.06,26.9,31.870253164556964,46.0,False,2.05,1008.1,,,2,0.0,0,2.0,FRA,4.0,13.0,0.0,1.0,0.6931471805599453,1333333.6666666667,23.0,23.0
2025,4,Sakhir,HAM,Ferrari,5.0,9,9,0,3.0,8.0,10.0,0.0,1,0.0,0.0,0,0,0,0,Ferrari,5.412,57,3,15,3,2,2,3,0,2,20.0,40,2.45,26.9,31.870253164556964,46.0,False,2.05,1008.1,7.0,70.0,3,0.0,1,10.0,GBR,15.0,8.0,12.0,0.8333332638888947,0.6061357656915302,0.9166664652778258,22.333333333333332,22.333333333333332
